solvable;conf;price;weight;time;complexity
True;1111010111;6515;505;0.0006140689947642386;705
True;1110111011;7842;653;0.0006622669970965944;795
True;0101111111;9119;795;0.0006670830043731257;768
True;1010110111;8050;703;0.0007140050001908094;787
False;1011010111;7726;667;0.0006568070020875894;786
True;1110111001;9269;839;0.0008202120006899349;745
False;0110111111;9119;796;0.0008486919978167862;791
False;1110111010;9394;853;0.0007012499991105869;809
True;1111101100;9776;894;0.0006543970011989586;777
True;1111101011;7501;614;0.0008902710032998584;794
True;1101010011;10069;955;0.0008325320013682358;751
True;1011111001;9567;871;0.001145261005149223;782
False;1111011011;7461;609;0.0011459150045993738;718
True;1010011111;9128;823;0.0010293349987477995;755
False;0011101111;8953;803;0.0006709650042466819;749
True;1001111011;10810;1009;0.0006756110014976002;782
True;1010111101;9464;860;0.0006782750060665421;790
False;1101110011;9952;916;0.0006666660046903417;743
False;1101101110;8495;751;0.0007205779984360561;791
True;1111110100;8770;782;0.0006980890029808506;771
True;0111010111;9542;868;0.0006678849968011491;748
False;0111111010;8302;730;0.0006804270014981739;775
False;1010110111;8879;794;0.0006424370003514923;767
False;1001110111;9894;908;0.0006956630022614263;797
False;1011100111;9352;849;0.0006441360019380227;764
False;0111101011;9607;877;0.0006593610014533624;770
True;1100101110;10466;999;0.0006303720001596957;745
True;1011011011;7881;684;0.0006755930007784627;795
True;1011101111;8537;730;0.0006267889984883368;763
False;1110111100;8735;780;0.0006639189959969372;768
False;0111100111;7292;619;0.0006126930020400323;723
False;1011110011;8207;721;0.0006329519965220243;731
False;1011010111;8373;738;0.0007801699975971133;774
True;0111010111;10350;959;0.0007464810041710734;788
False;1111111010;9058;788;0.000664479004626628;777
True;1111101110;6607;516;0.0006738200027029961;781
True;1011100111;8876;795;0.0006193260051077232;760
False;1111010011;7591;652;0.0006385519955074415;781
True;0011101111;8900;797;0.000679395001498051;799
True;1111101101;8204;693;0.0006408509943867102;756
False;1111010111;7689;635;0.0005936069937888533;744
True;0111011111;7866;656;0.0006917029968462884;710
False;1111110100;8754;780;0.0006272629980230704;713
False;1101111101;9088;790;0.0006667830020887777;778
False;1101111010;7900;686;0.000684616003127303;788
True;1111000111;8476;751;0.0005975050007691607;730
False;0111111100;10141;935;0.0006298519947449677;762
True;1010101111;8048;704;0.0006171010027173907;780
False;1110110101;10749;1003;0.0006658830025116913;813
False;0101110111;9609;876;0.000628766996669583;787
False;1010111111;8264;698;0.0006407479959307238;795
True;1101111001;6396;520;0.0006626809990848415;761
True;1110101011;10433;969;0.0006493549954029731;788
True;1111100011;9217;832;0.0005886069993721321;752
False;0101111110;10307;953;0.0006224879980436526;750
False;1110111100;10624;988;0.0006178390030981973;742
True;0111111010;9654;881;0.0006331840049824677;726
False;1111100011;7907;685;0.0007706309988861904;724
False;1111100111;8195;693;0.0007516379992011935;747
True;1010111110;7136;601;0.0006035949991201051;767
True;1111010110;9051;813;0.000610909002716653;735
False;1111010101;9673;884;0.0006268360011745244;758
False;0101101111;9274;839;0.0006368450049194507;798
False;0111011110;9739;892;0.000698662996001076;804
False;1111100101;7994;697;0.000636575001408346;772
True;1111101001;7795;675;0.0005834670009789988;716
False;1111010011;8917;799;0.0006817460016463883;803
True;1001111011;8205;721;0.0005967639954178594;758
False;1111110110;6682;523;0.0006321360051515512;740
False;0101110111;11897;1132;0.0006932739997864701;795
True;0011111011;7981;694;0.0007200289983302355;763
True;0111101101;9418;855;0.0005965379968984053;741
True;1111010111;7108;571;0.0005791619987576269;744
False;1110110110;8225;723;0.000639827994746156;771
False;1110111110;7856;654;0.0006584180009667762;759
True;1111001011;9638;879;0.0006405270032701083;762
False;1110101101;7082;597;0.0006621399952564389;815
False;1111110001;10215;945;0.0006152169953566045;785
True;0111001111;8877;794;0.0006501820025732741;803
True;1111010110;10785;1007;0.0006218130001798272;769
False;1110101111;6890;546;0.0006010729994159192;755
True;1111011011;7765;643;0.0006282409958657809;761
True;1110110111;9221;805;0.0007070200008456595;766
False;1101101110;9852;903;0.0008580860012443736;761
False;1000111111;7419;633;0.0005818780045956373;740
False;1010111110;9904;909;0.0006218320049811155;795
False;1110101011;9282;839;0.0006541359980474226;818
False;1111011001;9417;854;0.0006747410006937571;737
False;1111110010;9673;884;0.0006660700018983334;807
True;0111111100;7400;631;0.0006243239986361004;723
False;0110101111;10212;943;0.0006639650018769316;778
False;1011011011;8563;762;0.00061927099886816;777
False;0111100111;8253;725;0.000618464000581298;732
False;0111011110;9964;915;0.0006169190019136295;733
True;1101110011;9121;823;0.0006806289966334589;805
True;1001011111;10711;998;0.0005827560016768984;736
False;1011111110;8505;726;0.0006373209980665706;767
True;0101111011;8293;730;0.0006666379995294847;771
False;1100110111;7318;622;0.0006310110038612038;802
True;1010101111;10019;922;0.0006187360049807467;787
True;1010011111;9839;902;0.0006822599971201271;789
True;1111101010;7929;690;0.0006276310014072806;752
True;0001111111;7616;655;0.0006165920058265328;752
False;1101101111;8936;775;0.000618846999714151;761
False;1001110111;9514;866;0.0006219909992069006;745
False;1110110011;10356;959;0.0006054959958419204;750
False;1100111101;8921;800;0.0006171659988467582;761
True;1111011110;8910;772;0.000636543998552952;774
True;1110001111;6379;518;0.0006573680002475157;812
False;1010110111;8146;713;0.0008640050000394695;786
True;0111111010;10929;1023;0.0006285170020419173;775
False;0111110110;8747;780;0.0006160060002002865;739
False;0010111111;9316;843;0.0006807870013290085;783
True;1100111110;8706;776;0.0006569589968421496;752
False;0110111110;9014;810;0.0005788839989691041;723
False;1111001110;9756;892;0.0006232040032045916;772
False;1011111110;7710;639;0.0006273440012591891;751
True;1110010111;9504;866;0.0006359349936246872;816
False;0101111111;8222;694;0.0006885830007377081;791
False;1111111000;9736;890;0.0006713809998473153;780
True;1011011111;7385;601;0.0005803079984616488;728
True;1001111111;8499;725;0.0006156150047900155;781
False;0111001101;9322;872;0.0006396949975169264;772
True;1011110010;8823;816;0.0006166960010887124;743
True;0011101111;7797;676;0.0006414649978978559;756
False;1101110101;9666;882;0.0006800049959565513;773
False;1111010111;8676;745;0.0006138649987406097;781
False;0111110111;8013;671;0.0006274170009419322;780
True;1001111011;9170;828;0.0006714670016663149;768
False;1111110011;7540;619;0.0005898770032217726;733
False;1011011011;7456;636;0.0005940120026934892;723
False;1111100101;8541;758;0.0006770859981770627;774
True;1001111011;10433;968;0.0006074539996916428;764
True;1111011110;8919;773;0.0006341109983623028;747
False;0111111010;7976;695;0.0007180680040619336;734
True;0111101011;7762;671;0.000709519001247827;747
False;0111110101;7462;638;0.0006312609984888695;792
True;0011110111;10620;989;0.0007004469953244552;815
True;0111111010;9633;878;0.0006138129974715412;739
False;1011111001;8630;767;0.0006122390041127801;775
True;0111111001;9049;814;0.0006796249945182353;744
True;1111010011;9838;903;0.0006287090000114404;785
True;0111101111;8922;773;0.0006390039998223074;795
True;1011110011;7962;693;0.0006513259941129945;756
False;1111110110;6482;501;0.0006513999978778884;712
True;0101101111;9531;867;0.0006437699994421564;811
False;1101110110;9040;812;0.000612363000982441;783
False;0101110111;7793;674;0.0006442950034397654;801
False;0111110111;8099;681;0.0006305049973889254;776
True;1100111111;5883;435;0.0006365910012391396;780
False;1101101110;10053;925;0.0006321350010694005;791
False;1111101001;8705;776;0.0006207810001797043;764
True;0111011101;9935;912;0.000650329006020911;776
True;0110111110;8286;730;0.0005949039987172;722
False;1101101011;8789;786;0.0006197469992912374;769
True;1111001101;8803;787;0.0005992039950797334;741
False;0110111110;9678;885;0.000664065002638381;814
True;1111001110;8871;794;0.0006337370068649761;756
True;0011111111;6920;550;0.0005964679949101992;739
False;1011011110;9879;907;0.0006425839965231717;763
True;0111001111;9976;917;0.000830817996757105;750
True;0111111001;9936;912;0.0007157559957704507;781
False;1111101010;7752;670;0.0006175710004754364;767
False;0111111101;8759;756;0.00062547000561608;772
True;1101111101;9633;851;0.0006757430019206367;787
False;1011110111;7771;644;0.000596743993810378;744
False;0111010111;8807;787;0.0005874479975318536;766
False;0110111111;8202;692;0.0005962110008113086;771
True;1111011100;7623;657;0.0006377440004143864;737
False;1101010111;8363;739;0.0006181600037962198;779
False;1101110011;6947;581;0.0006179710035212338;776
False;1010111110;8876;795;0.0006457599956775084;790
False;1101110111;7873;656;0.0006239279973669909;799
True;1111111000;9645;880;0.0006293789992923848;746
True;1101011101;9246;836;0.0006211270010680892;738
False;1111100111;8832;762;0.0006387329995050095;792
False;1111011101;7514;617;0.0006007850024616346;759
False;1010101111;8994;808;0.0005754779995186254;732
False;1101011110;9299;842;0.0006232140003703535;742
False;1111110001;8627;766;0.00061965699569555;765
True;1001111110;8682;774;0.0006103490013629198;727
False;1110101111;6210;471;0.000626207998720929;776
True;0111010111;9376;851;0.0006146660016383976;740
False;1010111101;8688;775;0.0006504549965029582;788
True;1101110011;7146;603;0.000596345002122689;731
True;1101111100;8031;701;0.0006038940045982599;717
False;0101111011;9988;919;0.0007319030046346597;809
False;0011110111;9102;819;0.0007135260020731948;728
True;1110111010;8940;802;0.0006563099959748797;814
False;1001101111;9342;846;0.0006336900041787885;760
False;1010011111;8756;781;0.0006084699998609722;760
False;0011101111;10231;946;0.0006551420010509901;759
True;0101111110;9227;835;0.0006211250001797453;741
False;1110101011;7035;590;0.0006732680049026385;764
False;1100111110;10334;956;0.0006347079979605041;790
True;1110111010;10342;959;0.0005999409986543469;735
False;1011111100;8255;726;0.0007135920022847131;756
True;1011101110;11161;1049;0.0006844480012659915;811
True;0111110111;7669;634;0.0006045979971531779;751
True;1010111111;8417;718;0.0006450739965657704;772
True;1110100111;9689;886;0.0006150819972390309;783
False;1111110001;8290;731;0.0006176909955684096;786
True;0100111111;8738;779;0.0006343699933495373;789
False;1110110111;7599;626;0.0006243540046853013;751
True;0011101111;9365;849;0.0006581369962077588;795
True;0111111110;7997;670;0.0006864419992780313;802
False;1111101001;7712;667;0.0005993209997541271;747
False;0111111001;7439;636;0.000586849004321266;708
False;1100111111;7713;639;0.0005465230060508475;694
False;1110011011;8315;733;0.0006239450012799352;743
True;1101111010;7522;645;0.0006282510003075004;755
True;1001011111;8040;702;0.0006216820038389415;761
True;1001110111;9190;830;0.000803581002401188;793
True;1001111101;9171;828;0.0007508519993280061;756
False;1011010111;7960;694;0.0006189129999256693;793
False;1101111010;9443;858;0.0006231809966266155;781
False;0110101111;10385;963;0.000579040999582503;732
False;1111111010;7927;662;0.0006284850023803301;748
False;1101101110;9962;915;0.0006240060029085726;751
True;1011011110;9471;861;0.0006630220013903454;810
False;0111111110;7108;572;0.0005931070045335218;721
True;1001111101;10342;958;0.0006257630011532456;760
False;0111100111;8417;745;0.0005880319949937984;728
True;1011011011;9210;832;0.000632080998911988;744
False;1111010110;8052;704;0.0006287889991654083;759
False;1100111110;9937;914;0.0006701200036332011;809
False;1111100111;6403;494;0.000609811999311205;728
True;1001101111;10138;934;0.0006490749947261065;779
True;1110100111;10026;922;0.0006489369989139959;798
False;1110111001;8264;727;0.0005956300010439008;725
True;0110111110;6805;566;0.0005742790017393418;708
True;1100111110;10876;1017;0.000635169999441132;792
False;0011111111;6974;558;0.0005753039949922822;721
True;1110011110;11164;1048;0.0006423480008379556;795
True;0101111111;6937;553;0.0005997010011924431;758
False;1001101111;7607;653;0.0006295529965427704;781
True;1011011101;8648;768;0.0005966620010440238;749
True;1110101101;10069;928;0.0006368009999278001;786
False;1011111001;9101;820;0.000630820999504067;748
True;0111011101;8341;736;0.0008563090013922192;754
False;0011111011;10411;965;0.0006177840041345917;739
False;0111101101;6405;521;0.0005820020014652982;730
False;1111001101;7075;595;0.000607667003350798;751
False;1111111001;8026;674;0.0006889440046506934;791
True;1110111110;8019;673;0.0006316139988484792;764
False;1111011001;8282;729;0.0006045379996066913;742
False;0110011111;10265;949;0.0006264039984671399;740
False;1010111111;6972;557;0.0006301240064203739;776
True;1110011101;10647;992;0.0006638940030825324;777
True;0111101110;10450;970;0.0006627210022998042;764
False;1111101001;8777;783;0.0006378309990395792;797
True;1111001011;7829;679;0.0006008529962855391;748
False;0011011111;10072;927;0.0006226830009836704;789
False;1010110111;8666;772;0.0005655059940181673;711
False;1111110100;9212;832;0.0006714589981129393;766
False;1111011110;8417;716;0.0006213539963937365;729
True;0110111110;8217;721;0.0006540989998029545;715
True;1001111110;8672;772;0.0005849349981872365;729
True;1011111100;9157;827;0.0005827040004078299;689
False;1001011111;10524;979;0.0006285330018727109;753
True;0111101111;8006;672;0.0005885220016352832;731
False;1011110101;8771;784;0.0006235940018086694;788
False;1101101110;7764;670;0.0007168980009737425;793
False;1101100111;6917;577;0.0005732310019084252;720
False;1101011101;10094;930;0.0006586930030607618;825
False;1101010111;10658;995;0.0008408189969486557;751
False;1110110110;6755;558;0.0006406300017260946;742
True;1001110111;11079;1040;0.0006505370038212277;799
False;0111011111;8612;739;0.000651948997983709;760
False;0111110101;9000;810;0.000640733000182081;766
True;0101011111;9576;874;0.000639441997918766;779
True;0011111101;10200;941;0.0005991110010654666;748
True;0110111111;7904;660;0.0005673620034940541;716
True;0101111110;7099;597;0.0006471119995694607;760
True;1111111001;8989;781;0.0007087310004862957;795
False;1101001111;7718;667;0.000677798998367507;740
True;1110110011;9402;853;0.0006444280006689951;803
False;1101001111;9355;846;0.0006555569998454303;797
False;1111001111;7656;632;0.0006280050001805648;762
True;0100111111;8046;704;0.0006334249992505647;741
False;1111000111;8026;700;0.000667082000290975;732
False;1110011110;10874;1016;0.0006462859964813106;795
True;1011111100;10347;958;0.000648665998596698;808
False;0001111111;9365;849;0.0006460980002884753;789
True;1100011111;10028;923;0.0006185570018715225;784
False;1010111110;10181;940;0.0006576369996764697;785
False;1111101110;8769;755;0.000688817999616731;789
False;1011111010;9233;835;0.0006399889971362427;776
True;1111010111;9347;821;0.0006594449951080605;795
False;1011101101;7655;659;0.0006157569951028563;718
True;1111110101;6834;540;0.0008493989953421988;696
False;1001011111;8293;730;0.000608939997619018;771
False;0101111110;8004;698;0.0006800769988331012;788
False;1110111100;7681;662;0.0006299180022324435;755
True;1001011111;9629;879;0.0006463569952757098;758
True;0101111101;8201;721;0.0006386899985955097;779
True;0111111100;6561;537;0.0005723599970224313;695
True;1111100011;9826;900;0.0005959469999652356;748
True;1011110011;8509;754;0.0006093699994380586;754
True;0011110110;9348;876;0.0006373950018314645;763
True;1101111011;8182;691;0.0006392190043698065;810
True;0111111010;8849;791;0.0006892559977131896;795
False;1110101111;7922;661;0.0006362869971781038;799
True;1111101100;9813;898;0.0006155079972813837;729
False;0110101011;11972;1166;0.0006353450007736683;770
True;1110011101;8202;719;0.000652088005153928;768
True;1011011111;6043;453;0.0005625710036838427;720
False;0110101111;9028;812;0.0006007400006637909;744
True;1001111111;7395;603;0.0005812239978695288;714
False;1101111101;7121;572;0.0006321659966488369;720
True;1110011101;8801;787;0.0006232679952518083;759
False;1110111110;8911;771;0.0006456779956351966;785
False;0111011011;10716;998;0.0006135700023151003;752
False;0111101101;7098;598;0.000625863998720888;772
True;1110111101;7423;605;0.0006555680010933429;796
True;0011111110;11074;1040;0.0006568850003532134;810
True;1111100101;8509;755;0.0007964260003063828;718
True;0011101111;8486;750;0.0006775539950467646;773
False;1001101111;8650;769;0.0006409330017049797;775
True;1110100111;12268;1173;0.000670292996801436;831
True;1011101110;9331;846;0.0006562560010934249;802
False;0111011101;8930;801;0.0006489419974968769;799
False;1110111010;11777;1117;0.0006615340025746264;814
True;1111101101;7939;663;0.0006293010010267608;718
False;0111110110;10316;955;0.0006388330002664588;786
True;0011111011;9024;812;0.0006165499944472685;777
False;0101111101;10231;946;0.0006211040017660707;759
False;0111001111;9802;897;0.0006572580023203045;813
False;1111010111;7671;633;0.0006506540012196638;790
True;0111111011;7468;610;0.0006248249992495403;753
False;1011111100;8217;721;0.0006469319996540435;757
True;1111100111;7364;599;0.0006075400015106425;750
True;1111100011;7616;655;0.0006517410001833923;758
True;0111110101;8120;712;0.0006133350034360774;732
False;1011111010;7325;622;0.0006132880007498898;705
True;1111111000;8105;710;0.0006132319977041334;747
False;0101111110;10038;923;0.0006667159977951087;754
True;0111011011;10631;990;0.0006013309975969605;734
True;1110101101;10709;998;0.0006386569948517717;781
False;1111011010;9209;833;0.0006203910015756264;766
True;1111110100;9993;919;0.0006540920003317297;787
True;0011011111;8790;785;0.0006060000014258549;738
False;1011001111;9357;848;0.0008315710001625121;785
True;0111011010;10124;960;0.0006779169998480938;735
True;1001111011;10416;966;0.000674052003887482;800
False;0101101111;9795;896;0.0006088019945309497;766
True;1101111001;8312;734;0.0006094510026741773;724
False;1001011111;10194;942;0.0006098789963289164;767
True;0111111001;9660;883;0.0007239490005304106;782
True;1101010111;9798;896;0.0006450450018746778;777
False;1101111110;7844;652;0.0006325159993139096;739
True;1011111101;6819;538;0.0005873699992662296;726
True;1011010111;9983;917;0.0007483770023100078;758
False;1101111010;9047;813;0.0006000580033287406;729
True;0010111111;9155;826;0.0006260230002226308;758
True;1001111111;7711;638;0.0006322050030576065;771
False;1101011101;10297;954;0.0006274409970501438;765
False;0110101111;10355;960;0.0006355899968184531;780
True;1110111001;9318;844;0.0006272160026128404;773
True;0101111101;9165;827;0.0006155340015538968;774
True;1101111100;8809;787;0.0006288360018515959;782
False;1011111011;7951;664;0.0005833710019942373;736
False;1111010011;8352;736;0.0005573169983108528;711
True;1110111010;9532;867;0.0006072879987186752;742
True;1110010111;7147;603;0.0006378030011546798;771
True;1111100110;11742;1113;0.0006506319987238385;816
False;1011001111;10624;989;0.0006470790031016804;749
False;1101100111;8264;729;0.0006532440020237118;720
True;1011111001;8948;804;0.0008120920028886758;777
False;1110111001;7652;658;0.0006719020020682365;762
False;1101011101;10561;981;0.0006400290003512055;818
True;1011011111;7116;572;0.0005979619963909499;739
False;1011110110;9498;863;0.0006553659986821003;779
False;0111101011;10341;957;0.0006726950014126487;756
True;1100111110;7152;602;0.0006477059941971675;750
True;1100111101;7870;684;0.0005877679941477254;710
True;0110111011;10715;999;0.0006123700004536659;768
True;1010011111;7916;689;0.0006116680015111342;749
True;0111011111;7855;652;0.000618657999439165;783
True;1110111110;7586;624;0.0007003470018389635;738
True;1101100111;9161;826;0.0006280259985942394;749
False;1101011011;7449;637;0.0006211599975358695;718
False;1111100101;8828;790;0.0006333600031211972;759
False;1101110111;8323;705;0.0006442380035878159;777
False;1011010111;6645;548;0.0006545270007336512;814
True;1110001111;7481;639;0.0006042940003680997;723
True;1011111100;8884;794;0.0005887239967705682;692
True;1011111001;9631;880;0.0006420120043912902;802
True;1100101111;9307;842;0.0005929780018050224;718
True;1110111101;7778;645;0.000614156000665389;723
True;0111101011;9764;893;0.0006209159982972778;778
True;1011111100;9156;826;0.0006503719996544532;804
True;1011111010;8969;805;0.0006423090017051436;764
False;1111101011;8428;718;0.0007067000042297877;747
False;1011111110;6056;455;0.0008059419997152872;790
False;1001111101;8582;763;0.0005852200047229417;723
True;1101111001;7896;686;0.0006107860026531853;770
True;1011101111;6013;451;0.0005864749982720241;708
True;0001111111;8055;705;0.0007201369953691028;785
False;1110101011;9780;895;0.0006371279960148968;779
True;1100111110;8316;733;0.0005936859961366281;732
False;1110100111;9590;874;0.000622049999947194;755
False;0011111110;7238;613;0.0005381859955377877;694
True;1010110111;8019;700;0.0005938149988651276;712
False;1011100111;9202;831;0.000674939998134505;780
True;1011111011;6963;555;0.0005823440005769953;720
True;1010111011;9915;910;0.0006149369946797378;754
True;1011101101;10249;949;0.0006419290002668276;785
True;0011111110;7719;667;0.0005874610069440678;737
False;0110111111;9573;845;0.0005931170016992837;769
True;1001111110;10475;974;0.0006269810037338175;775
False;1011111100;10136;935;0.0007234309960040264;791
True;0111010111;8274;728;0.0006416210017050616;817
True;1010111101;6321;510;0.0006560320034623146;792
False;1111101100;10926;1024;0.0006649829956586473;823
True;1111001111;8129;685;0.0005779929997515865;732
True;1111000111;7994;697;0.0005724810034735128;715
False;0111111101;9304;814;0.0006516380017274059;751
True;1111110011;7458;610;0.0006655069955741055;783
False;1110110110;6870;573;0.000569392999750562;707
True;1110101110;7368;628;0.0009024809987749904;764
False;1001111111;8166;689;0.0006374139993567951;804
False;1101011110;9304;843;0.0006195469977683388;753
True;1111100101;9802;897;0.0006800730043323711;787
True;1111110101;7959;664;0.0006529109959956259;796
True;0110011111;8961;805;0.0006637740007136017;802
False;1111101001;8927;801;0.0006566000010934658;768
True;1011110111;7332;595;0.0006095209973864257;715
False;1011001111;10887;1018;0.0006240180009626783;757
True;0111011111;8681;746;0.000707775994669646;803
