solvable;conf;price;weight;time;complexity
True;0101;1519;114;1.605400029802695e-05;10
True;0011;2621;237;1.2951997632626444e-05;11
True;1101;2169;158;1.080499350791797e-05;10
True;1110;2709;219;1.1762000212911516e-05;10
False;0011;4026;393;1.2260999938007444e-05;10
True;0111;1078;38;7.86400050856173e-06;8
False;1010;3214;302;1.2432996300049126e-05;11
False;1101;2493;195;1.1477000953163952e-05;11
True;1001;3301;312;1.0819007002282888e-05;9
True;1110;3041;256;1.2813994544558227e-05;12
True;1010;1961;163;1.0973999451380223e-05;11
True;0011;3018;280;1.0758005373645574e-05;9
False;1101;3968;359;1.1008996807504445e-05;10
True;1110;3363;292;1.2777003576047719e-05;12
False;1110;2361;181;1.184100256068632e-05;10
True;1100;2838;261;1.101999805541709e-05;10
True;1110;3705;330;1.2407006579451263e-05;11
False;0011;4795;478;1.3288001355249435e-05;11
False;0101;4313;425;1.2586999218910933e-05;11
True;1011;3527;309;1.1468000593595207e-05;10
True;1110;2294;173;1.1958996765315533e-05;10
False;1011;3095;261;1.1575000826269388e-05;12
False;0110;3536;338;1.3024997315369546e-05;11
False;1001;3781;365;1.2456999684218317e-05;11
False;1010;2276;198;1.1609001376200467e-05;10
False;0110;3813;369;1.2853000953327864e-05;11
True;0111;3154;268;1.1659998563118279e-05;11
True;0101;2928;271;1.0436000593472272e-05;10
True;1110;2041;145;1.2584998330567032e-05;11
False;0110;3875;376;1.2193995644338429e-05;10
False;1001;3360;319;1.1625001206994057e-05;11
False;0101;2514;224;1.0764000762719661e-05;10
False;1101;3348;290;1.1247997463215142e-05;10
True;1010;3748;361;1.0641997505445033e-05;10
False;1010;4108;402;1.1316005839034915e-05;10
True;0101;4043;395;1.2647993571590632e-05;11
True;0110;2900;267;1.2516997230704874e-05;11
False;1101;3034;255;1.2030999641865492e-05;12
True;1001;4187;411;1.0547002602834255e-05;9
True;1011;2669;214;1.1133997759316117e-05;11
False;1110;2888;239;1.2386997696012259e-05;11
True;0101;4286;421;1.2731004972010851e-05;11
False;1101;1541;89;1.029099803417921e-05;9
False;0101;3820;369;1.371400139760226e-05;11
False;0111;3674;326;1.2414006050676107e-05;11
True;1001;3094;289;1.1782001820392907e-05;11
False;1101;2648;213;1.2245000107213855e-05;11
True;1010;3268;308;1.2030002835672349e-05;10
False;1001;4569;453;1.2503995094448328e-05;11
False;1100;3381;321;1.0288000339642167e-05;9
False;1001;3281;310;1.2802003766410053e-05;11
True;0111;2323;176;1.0627001756802201e-05;10
True;0110;4646;461;1.2841002899222076e-05;11
True;1001;3989;389;1.2486001651268452e-05;11
False;1010;2527;226;1.2307995348237455e-05;11
False;0011;3901;379;1.2180003977846354e-05;10
True;0111;4095;374;1.1799995263572782e-05;11
False;1010;3836;371;1.1359996278770268e-05;10
False;0101;3794;367;1.1533003998920321e-05;10
True;0101;1695;133;1.2887998309452087e-05;11
True;0011;3113;291;1.1241994798183441e-05;10
False;0011;2787;255;1.121300010709092e-05;10
False;0110;4055;396;1.2189004337415099e-05;10
False;1110;2476;193;1.195799995912239e-05;10
False;1011;2942;245;1.180300023406744e-05;11
True;0101;3812;369;1.2901997251901776e-05;11
False;0111;1720;109;8.039998647291213e-06;8
True;1011;2540;200;1.1481999536044896e-05;10
False;1101;2613;208;1.1487005394883454e-05;11
False;0110;3163;297;1.1643001926131546e-05;10
True;1110;2991;250;1.2823002180084586e-05;12
True;1010;3453;329;1.1522002751007676e-05;10
True;1011;3617;320;1.2622003850992769e-05;12
False;1101;3965;359;1.2482996680773795e-05;12
False;1010;3928;382;1.2372001947369426e-05;11
True;0011;1989;167;1.2696000339929014e-05;11
False;0101;4716;469;1.3015996955800802e-05;11
False;0111;1981;138;1.077599881682545e-05;10
True;1110;2219;164;1.239500124938786e-05;11
True;0111;3552;313;1.2226999388076365e-05;11
False;1010;3292;311;1.13119967863895e-05;10
True;1110;1832;121;1.249399792868644e-05;11
True;1011;2262;169;1.0689000191632658e-05;10
False;1101;3028;255;1.1137999536003917e-05;10
False;1011;4056;369;1.2053998943883926e-05;11
False;1011;2950;245;1.3379001757130027e-05;12
False;1110;2877;238;1.292200613534078e-05;12
False;1101;2759;224;1.0105999535880983e-05;9
False;0110;2635;238;1.1397998605389148e-05;10
True;0100;2348;234;1.0046001989394426e-05;9
False;1010;3721;358;9.70800465438515e-06;9
False;0111;1165;48;7.830996764823794e-06;8
False;0111;3683;327;1.2660006177611649e-05;11
False;1101;3602;318;1.3450997357722372e-05;12
True;0111;3263;280;1.0964002285618335e-05;10
True;0111;2657;213;9.942996257450432e-06;9
False;1011;3256;279;1.1313000868540257e-05;10
True;1101;3171;270;1.1402000382076949e-05;11
False;1011;3424;299;1.1805997928604484e-05;12
True;1011;2453;191;1.1799995263572782e-05;12
True;0110;4144;406;1.2801996490452439e-05;11
True;0101;2936;271;1.1826996342279017e-05;11
True;1110;3764;336;1.1916999937966466e-05;10
False;1110;3304;285;1.2311997124925256e-05;11
False;1110;3096;263;2.5300003471784294e-05;11
False;1110;2953;247;1.189500471809879e-05;11
False;1011;3804;340;1.036500179907307e-05;10
True;0011;4003;390;1.189999602502212e-05;10
True;1110;4424;409;1.2046999472659081e-05;11
False;0110;3063;286;1.096399500966072e-05;10
True;1100;3552;340;1.0689000191632658e-05;9
False;1101;2208;163;1.0360003216192126e-05;10
False;0111;3104;263;1.0811003448907286e-05;10
True;1010;2626;237;1.0857002052944154e-05;9
False;1101;3053;258;1.1142001312691718e-05;10
False;0111;3665;325;1.2376003724057227e-05;12
False;1001;4587;455;1.1985001037828624e-05;11
True;1110;3262;281;1.2579002941492945e-05;12
False;1100;2349;206;1.1537005775608122e-05;11
False;1100;3507;335;1.0867996024899185e-05;10
True;0101;4332;427;1.235699892276898e-05;11
True;1100;2916;269;9.682997188065201e-06;8
False;0101;4240;417;1.2381002306938171e-05;11
True;0100;2308;229;9.830997441895306e-06;9
True;1110;3916;353;1.2584001524373889e-05;12
False;0111;2038;144;1.1024996638298035e-05;10
False;1011;3435;299;1.2297001376282424e-05;12
False;1011;1950;135;1.1042000551242381e-05;10
True;1011;3591;317;1.3001998013351113e-05;12
False;1101;2583;205;1.1429001460783184e-05;11
False;0111;2537;200;9.66099469223991e-06;9
False;1011;1757;113;1.150900061475113e-05;11
True;0011;3081;287;1.2779004464391619e-05;10
True;1011;3618;319;1.2333999620750546e-05;12
False;1101;1984;139;1.1632997484412044e-05;11
True;1010;4501;446;1.211500057252124e-05;11
False;1001;2994;278;1.1178999557159841e-05;10
True;0111;2986;251;1.026000245474279e-05;10
True;1001;3738;360;1.113000325858593e-05;10
False;1101;3223;277;1.0830997780431062e-05;10
True;1001;4468;442;1.2146003427915275e-05;11
True;1101;1658;102;1.0310002835467458e-05;10
True;0101;3434;327;1.2420998245943338e-05;11
True;0011;2599;234;1.0410003596916795e-05;9
False;0111;3935;355;1.0599003871902823e-05;10
True;0110;2364;208;1.226499443873763e-05;11
False;1110;3874;348;1.1626005289144814e-05;10
False;1101;4260;391;1.1198993888683617e-05;11
False;0011;2471;220;1.211700146086514e-05;10
True;1101;2024;143;1.052899460773915e-05;10
False;0111;2674;214;1.0216994269285351e-05;10
False;0110;2541;228;1.1043994163628668e-05;10
True;0110;4425;437;1.1947995517402887e-05;11
True;0101;4316;425;1.09999964479357e-05;10
False;0111;2574;204;1.1812000593636185e-05;11
True;0101;3693;355;1.229899498866871e-05;10
False;1011;3271;281;9.846997272688895e-06;10
True;0011;4456;440;1.2320000678300858e-05;11
True;1101;2162;158;1.1105003068223596e-05;11
False;1011;3351;290;1.028699625749141e-05;10
True;0111;1915;130;1.2083997717127204e-05;12
True;0011;2684;244;1.2315002095419914e-05;11
False;1101;3259;281;1.0815005225595087e-05;10
True;1101;3128;265;1.2857999536208808e-05;12
True;1110;1718;109;1.0611001926008612e-05;8
False;1101;4114;375;1.1703996278811246e-05;11
False;1011;3687;327;1.0042000212706625e-05;10
False;0011;2804;257;1.2329001037869602e-05;11
True;1100;2143;184;1.1038006050512195e-05;10
False;1011;4110;375;1.0038995242211968e-05;10
False;1010;4690;467;1.2144999345764518e-05;11
False;1001;3039;283;1.0563002433627844e-05;9
False;1110;3175;270;1.148499723058194e-05;10
True;0011;4167;408;1.18750031106174e-05;10
True;0101;3512;335;1.1552998330444098e-05;10
False;1001;4009;391;1.0897994798142463e-05;10
False;0101;2820;258;1.2522999895736575e-05;10
False;1101;2402;184;1.1693999113049358e-05;12
False;1011;2348;178;1.0296003893017769e-05;10
False;1110;3301;285;1.2075004633516073e-05;11
True;1001;3934;382;1.3664997823070735e-05;11
False;0101;2696;245;1.0242998541798443e-05;8
True;1101;1829;121;9.810006304178387e-06;9
False;0111;3052;257;1.1119002010673285e-05;10
True;0101;3728;359;1.095700281439349e-05;10
True;1101;2783;226;1.0734998795669526e-05;10
False;0100;2332;232;9.768999007064849e-06;9
False;1011;4124;376;1.196000084746629e-05;11
True;1101;3510;308;1.0247000318486243e-05;10
False;1001;3040;283;1.071300357580185e-05;10
False;1001;3700;356;1.0671996278688312e-05;10
False;1001;3850;373;1.012300344882533e-05;9
True;1001;3339;316;1.1803997040260583e-05;11
False;1011;3625;321;1.0841002222150564e-05;11
False;0111;3318;287;1.054000313160941e-05;10
True;1010;4067;397;1.0841999028343707e-05;9
False;1010;2523;226;1.0816998837981373e-05;9
True;1110;3354;290;1.19420001283288e-05;11
True;0111;3355;291;1.105599949369207e-05;10
True;1100;4440;438;1.1648997315205634e-05;11
True;0101;2974;276;1.0235999070573598e-05;10
False;1110;2924;244;1.08720050775446e-05;9
True;1011;3356;292;1.1611002264544368e-05;11
False;1010;3941;384;1.2005002645310014e-05;11
True;0011;1759;140;1.1635995178949088e-05;10
True;1101;3375;293;1.1201998859178275e-05;11
False;1011;4201;384;1.2050993973389268e-05;12
False;1101;2735;222;1.066100230673328e-05;10
False;0110;3696;356;1.1006995919160545e-05;10
False;1011;4723;442;1.1007003195118159e-05;10
True;0110;3713;358;1.0561998351477087e-05;10
True;1101;3170;270;1.1537995305843651e-05;12
True;0110;2329;204;1.0905001545324922e-05;10
True;0110;4182;410;9.748000593390316e-06;9
False;0101;2650;239;1.0098003258462995e-05;10
False;1101;3427;299;1.0400006431154907e-05;10
False;0011;2988;277;1.2019001587759703e-05;10
False;0011;2907;269;1.9337996491231024e-05;10
False;1011;4423;410;1.1023999832104892e-05;11
True;0111;3522;309;1.0433002898935229e-05;10
False;1001;4157;407;1.0151001333724707e-05;9
True;0011;2549;228;9.925999620463699e-06;8
False;0111;3699;329;1.155399513663724e-05;11
True;1011;2678;215;1.270900247618556e-05;12
False;1100;2850;262;1.1266005458310246e-05;10
False;1011;1925;132;8.019997039809823e-06;8
False;1100;2401;212;1.0648000170476735e-05;10
True;1010;3941;383;1.2680000509135425e-05;9
True;1011;3577;316;1.1005999112967402e-05;10
False;1110;4145;379;1.1875999916810542e-05;11
True;1001;3930;382;1.0511997970752418e-05;9
True;1010;2810;257;9.132003469858319e-06;8
False;0110;4298;423;1.2211996363475919e-05;11
True;1110;4086;371;1.2003001756966114e-05;11
True;1110;2218;165;1.1965996236540377e-05;11
False;1011;2989;251;1.117699866881594e-05;12
True;1011;3768;337;1.3079996278975159e-05;12
True;1011;3660;324;1.113200414692983e-05;10
False;0110;2082;177;1.1818003258667886e-05;10
True;1110;3066;259;1.1685006029438227e-05;10
False;0011;3467;330;1.2315002095419914e-05;11
False;0110;3150;295;1.174299541162327e-05;11
False;1010;3651;351;1.1994001397397369e-05;11
False;1101;4091;373;1.1764001101255417e-05;12
True;1100;3168;297;1.1052004992961884e-05;10
False;0101;3414;324;1.2231001164764166e-05;11
False;0111;3982;361;1.1062998964916915e-05;10
False;1100;3960;385;1.1617004929576069e-05;11
True;0011;2992;278;1.2547003279905766e-05;11
True;0111;3717;331;1.235499803442508e-05;11
False;0110;2120;181;1.083200186258182e-05;10
True;1101;3265;281;1.0633004421833903e-05;10
False;1101;2191;162;9.774004865903407e-06;9
False;1011;3070;259;1.2895005056634545e-05;12
False;1101;4427;410;1.115499617299065e-05;11
False;0011;3560;341;1.274999522138387e-05;11
True;1101;1184;50;8.76600097399205e-06;8
True;1100;4135;405;1.2070995580870658e-05;11
True;1110;4120;376;1.2027005141135305e-05;11
False;1101;3309;286;1.0887997632380575e-05;10
True;1010;2372;208;1.0382995242252946e-05;10
False;1010;3516;336;1.1113996151834726e-05;9
False;1010;4275;420;1.1938995157834142e-05;11
False;1101;4041;367;1.0878000466618687e-05;10
False;1011;2683;216;1.2106000212952495e-05;12
False;1010;2474;220;1.1093005014117807e-05;10
False;1010;3376;320;1.053800224326551e-05;9
True;1101;3019;254;1.1044998245779425e-05;10
False;1110;3449;301;1.2577002053149045e-05;12
False;1110;3495;306;1.2658994819503278e-05;12
True;1010;3719;358;1.0330004442948848e-05;10
True;1001;3249;306;1.3331999070942402e-05;10
True;0111;4748;446;1.211500057252124e-05;12
True;0111;2746;224;1.1381998774595559e-05;11
True;1101;3270;281;1.3295997632667422e-05;12
False;1110;3289;283;1.1534000805113465e-05;10
True;0101;3662;352;1.2419004633557051e-05;11
False;0011;1842;150;8.875002095010132e-06;8
