solvable;conf;price;weight;time;complexity
False;1110111011111111110110;16960;1392;4.202104928999688;3632266
True;0011111111101011111100;18418;1609;4.445070353000119;3451688
True;0100111110111111111101;19905;1746;3.550155189999714;3639839
True;0111111111101101110011;21510;1928;3.6427115669994237;3697014
True;1011111111101101101101;19742;1727;5.566557296999235;3654653
True;1111011111101100011110;20359;1822;3.440413862999776;3499575
False;1011110110111111010111;18586;1600;3.473825062999822;3459462
True;1011111110101110001111;22781;2092;3.4887290070000745;3627815
False;1100110011110111111111;19614;1713;3.499347836999732;3678716
True;1101111110011110110011;21153;1910;3.511337772999468;3732745
True;1111101101001011111111;19174;1664;3.603791726000054;3568218
True;1011111011000111011111;21691;1974;3.477570855000522;3732524
False;1111011111001110011111;21151;1887;3.229698601999189;3460133
False;1111101111011001101111;18973;1643;3.337711661999492;3580263
False;1101010101111111111101;18023;1537;3.2821448249997047;3450714
True;0101101111101111011111;20030;1760;3.47602743599964;3658299
True;1010011111111100111111;19003;1647;3.3772559230001207;3475896
False;1111011101011011110111;18559;1598;3.2616280610000103;3428765
True;0110101011111111111101;19500;1702;3.356106502998955;3434701
False;0111101111111101110111;17490;1451;3.0951191149997612;3320474
True;0110111011011111111110;19782;1732;3.4067461809991073;3443811
False;1111011011101111110011;18913;1637;3.172958741999537;3331402
False;0110111011111111100111;20900;1858;4.038299634001305;3703597
True;0101111101111101011110;22760;2090;4.149464830999932;3626487
True;1011110101111111111100;16851;1407;3.8580227439997543;3472362
True;1100101111101101111110;22429;2053;3.553490384001634;3659422
True;1111101011010110111110;20911;1884;3.6979375680002704;3336399
True;0101011101111011111111;19049;1650;3.9285031679992244;3637996
False;0111100111111111110111;17821;1487;3.567133718999685;3609406
False;0111111101011011110111;20767;1845;3.4944400290005433;3541063
True;0101110111111001111110;20577;1849;3.9824751430005563;3551582
False;1111111011011111110100;18479;1589;2.986371844999667;3520391
False;0011111101111111111110;17720;1478;3.0342963299990515;3468904
True;0101100011110111111111;22539;2066;3.027576738000789;3735325
False;1110101011111101111111;17727;1477;2.937362906999624;3628483
True;1110011111110101111011;18656;1608;2.9559602640001685;3658331
True;0011111111111011110101;19132;1661;3.07055672199931;3665092
False;1010111111111111100011;22959;2085;3.0636173960010638;3750248
True;1010011111111111111100;17788;1510;3.185095470000306;3443542
True;1110010101011111111111;20224;1781;3.085434870001336;3674786
True;1111111110101111010011;20941;1860;3.0645527339984255;3642724
