conf;price;time
100100000100000;4823;0.00013381099961407017
010000000000000;1898;2.3018999854684807e-05
000000001000000;7010;0.00033229600012418814
100000010001000;5814;0.00028198700056236703
000000001000000;2128;4.174700006842613e-05
000000000001000;2666;1.4377999832504429e-05
010000000000000;3598;4.588499905366916e-05
000000000100000;3567;4.67549998575123e-05
000000000000010;1852;1.375299871142488e-05
001001000110001;9085;0.0020230589998391224
000000001000000;3372;2.58210002357373e-05
000000010000000;6445;0.0002867270013666712
000000000000001;6520;4.247799915901851e-05
000000000100000;3158;2.3529999452875927e-05
000010000000000;2881;1.4630999430664815e-05
000000000100000;2462;1.72180007211864e-05
100000000000000;4575;2.095700074278284e-05
001101001001010;6480;0.0029769859993393766
000000000010000;2504;1.861300006567035e-05
000001001000100;6229;0.00039033699977153447
000100001001010;5147;5.4912001360207796e-05
001010101000000;5741;0.00020994599981349893
100000000000000;7198;0.0001837170002545463
000000100000000;8490;5.760999920312315e-05
000001010010001;5675;0.0004433659996720962
000100000000000;11557;0.0003880829990521306
000000000000100;2703;3.443300010985695e-05
000000000000100;5460;1.41889995575184e-05
010000000000000;3923;4.049599920108449e-05
000000000000010;2982;1.4566001482307911e-05
000000100000000;2200;1.656700078456197e-05
010000000000000;4139;2.5363000531797297e-05
000000000000001;2521;3.4322998544666916e-05
000000000000010;4579;4.0312999772140756e-05
010000000000000;6668;1.875199995993171e-05
000010000000000;2736;1.3664001016877592e-05
000000000000001;5700;2.328099981241394e-05
111001110000000;7450;0.0019661339993035654
000000000000010;4150;1.6429999959655106e-05
000000000010000;4434;2.415200106042903e-05
000000000010000;8021;0.00040472799992130604
000000000000100;9612;0.0003540300003805896
000000000010000;2320;3.228800051147118e-05
100000000000000;21144;1.6758000128902495e-05
000000000000010;4980;0.00010790899978019297
000000000100000;5396;0.000628854000751744
000000100000000;2984;2.072300048894249e-05
000100000000000;2886;3.8218999179662205e-05
000000010000000;2787;1.8085998817696236e-05
010001001000011;7802;0.0004020929991384037
000000000000001;1300;2.0293000488891266e-05
000000000010000;3574;1.1598000128287822e-05
000000010000000;3347;3.003799974976573e-05
000000000000100;4062;3.2213998565566726e-05
000000000100000;3393;2.1859999833395705e-05
000000010000000;3934;0.00024097800087474752
000010000000000;4891;2.5952000214601867e-05
010000000000000;4737;7.054600064293481e-05
010000000000000;4402;5.2902998504578136e-05
010000000000000;5588;0.0001828679996833671
101001100000110;8350;0.001847714998802985
111011100010010;11384;0.004398887998831924
000000000000001;4851;0.00031452099938178435
000000001000000;5920;1.1432999599492177e-05
100001010000000;4791;0.0002829160002875142
000000000000001;4136;7.609200110891834e-05
100000000000000;7150;0.0001527620006527286
000000100000000;9424;0.0001461140000174055
000001000000000;5587;0.000371995000023162
101000000001101;7181;0.000200696000320022
000001001010010;6686;0.00019081800019193906
000001000000000;3477;9.646299986343365e-05
000000000000100;5329;1.237600008607842e-05
000000010000000;4151;2.119899909303058e-05
000000110010001;5023;0.0001851739998528501
000001000000000;4578;2.4442999347229488e-05
000000100000000;6819;2.216199936810881e-05
100000000000000;1759;1.831400004448369e-05
000000000001000;4899;7.230099981825333e-05
100100000001100;3418;0.00023079399943526369
000001000000000;2880;4.297699888411444e-05
010000000000000;3697;8.960499872046057e-05
001000000000000;3528;2.0931000108248554e-05
000010000000000;10420;1.5113000699784607e-05
000001000000000;5656;2.0057999790878966e-05
000001000000000;5500;7.135700070648454e-05
100001100000010;4859;5.959599911875557e-05
000000010000000;4716;0.00019141499979014043
100010100000001;6929;0.00014498699965770356
000000000001000;6796;0.0004129429999011336
110000110111000;10807;0.00534731500010821
000000000001000;2899;2.3705999410594814e-05
100010100000011;8092;0.001030265000736108
000000000000010;2190;2.1158999516046606e-05
010000000000000;5134;0.0001614279990462819
000010000000000;4424;7.621799886692315e-05
100111010001110;13999;0.011760474000766408
001000000000000;4174;5.0587001169333234e-05
000000001000000;7933;0.000981324001259054
001100000000011;5898;0.00018024699966190383
000000000000100;1243;3.4434999179211445e-05
000000000000100;1764;1.7472000763518736e-05
000000000000001;3170;4.9293999836663716e-05
000000100000000;6051;5.108600089442916e-05
100000000000000;5670;0.00024259600104414858
000100000000000;2002;2.4609000320197083e-05
101010000100000;5445;0.000210611999136745
000000001000000;318;2.4652999854879454e-05
000100000000000;5109;2.578899875516072e-05
001000000000000;9443;0.0003162379998684628
000000010000000;5065;0.00022761499894841108
000000100000000;3302;0.00010584100164123811
000100110000110;7526;0.00036196499968355056
101010010001100;9114;0.0015189419991656905
000000010000000;10757;0.0006579479995707516
000000000001000;3980;6.0909998865099624e-05
000000101100001;6740;0.0005527690009330399
000000000010000;2587;7.915999958640896e-05
000100000000000;2498;2.655700154718943e-05
000000000000001;4151;8.522800089849625e-05
000010000000000;2994;1.4823999663349241e-05
000000100000000;2368;2.5126999389613047e-05
000001000000000;2778;2.2308000552584417e-05
000000000000001;2211;1.1190000805072486e-05
000000000000100;6117;0.0006476420003309613
000000000000001;6007;4.8408999646198936e-05
000001000000000;4083;2.782199953799136e-05
010000000000000;2354;2.27189993893262e-05
000000000000100;2769;1.3869999747839756e-05
001000000000000;39088;1.45009998959722e-05
000000000000010;6196;8.146199979819357e-05
001000000000000;6107;3.959400055464357e-05
011111001001100;11406;0.0061327559997153
