conf;price;weight;time;complexity;optimal
1111011011111111110110;16158;0;2.6412002625875175e-05;44;False
1011110110101111111001;17005;0;1.691799843683839e-05;44;False
1110111101111111010101;18549;0;1.6486003005411476e-05;44;False
1111111011111101010011;20797;0;1.5737001376692206e-05;44;False
1011011111111101101101;19064;0;1.614299981156364e-05;44;False
0111011011110101111110;19638;0;1.5757002984173596e-05;44;False
1011111110110111010111;17735;0;1.574400084791705e-05;44;False
1011001111001111111101;21308;0;1.5493002138100564e-05;44;False
1110100010111111111111;18662;0;1.5525001799687743e-05;44;False
0011111011111010110111;19457;0;1.534700277261436e-05;44;False
1111101101011011101111;18652;0;1.604899443918839e-05;44;False
1011111100010111011111;20116;0;1.5268000424839556e-05;44;False
1101011111001011111111;20838;0;1.604600402060896e-05;44;False
1110111101011001111111;17153;0;1.569799496792257e-05;44;False
1101110101110111111101;17628;0;1.5462996088899672e-05;44;False
1101111111100111101110;19188;0;1.5990997781045735e-05;44;False
1011011111111000111111;17822;0;1.5940997400321066e-05;44;False
1110011101101111110111;18136;0;1.5994999557733536e-05;44;False
1110101011111101111101;18771;0;1.5908997738733888e-05;44;False
0111101110111101111111;17229;0;1.874699955806136e-05;44;False
0111111110011110111110;18774;0;1.5404999430757016e-05;44;False
1111111001101111110011;18731;0;1.6199999663513154e-05;44;False
0110111001110111111111;20414;0;1.5511999663431197e-05;44;False
0101111010110101111111;21209;0;1.5746998542454094e-05;44;False
1011101101111111011101;15687;0;1.5240999346133322e-05;44;False
1101101101101011111110;21087;0;1.5428995538968593e-05;44;False
1111101010111110010111;19805;0;1.6192003386095166e-05;44;False
1000111111101011111111;17204;0;1.5475001418963075e-05;44;False
1111100111111110110111;17815;0;1.8785998690873384e-05;44;False
0111111100011111110111;20671;0;1.6043995856307447e-05;44;False
0101111010011011111111;18668;0;1.5265999536495656e-05;44;False
1111111011011011101101;17650;0;1.5523000911343843e-05;44;False
0011111101111111111110;17720;0;1.567500294186175e-05;44;True
0101110011111111110011;20762;0;1.524400431662798e-05;44;False
1110100111111101111111;17520;0;1.562100078444928e-05;44;False
1111111011111001110011;16951;0;1.551699824631214e-05;44;False
0010111111111111110011;17613;0;1.5516001440118998e-05;44;False
1010111111111101101011;22881;0;1.594799687154591e-05;44;False
1010111110101111111110;17226;0;1.5429002814926207e-05;44;False
1010111101101111110111;18690;0;1.5974997950252146e-05;44;False
1011111011101111011011;20114;0;1.5056997654028237e-05;44;False
1111111001111010111110;20518;0;1.7268001101911068e-05;44;False
1110011110100111111111;18423;0;1.5314995835069567e-05;44;False
1011110111110110111011;19233;0;1.5871999494265765e-05;44;False
1111101111110110111001;18811;0;1.552899630041793e-05;44;False
1111111010101110011111;22295;0;1.5444995369762182e-05;44;False
1111011000111011111111;15863;0;1.6874997527338564e-05;44;False
1111111011011001111101;21520;0;2.3508000595029444e-05;44;False
1101010111111110011111;18165;0;1.6162004612851888e-05;44;False
1111111101101101110110;17194;0;1.5445002645719796e-05;44;False
0101100111111111110011;20956;0;1.634599902899936e-05;44;False
1111110101011001111111;16199;0;1.5794998034834862e-05;44;False
1101110111111111010010;20450;0;1.9334001990500838e-05;44;False
0101111110101111001111;19262;0;3.1450006645172834e-05;44;False
1110111111110110101101;19217;0;1.5950005035847425e-05;44;False
1110101011111111111100;19749;0;1.5650999557692558e-05;44;False
1111100110110111111101;19306;0;1.5769997844472528e-05;44;False
1011110111111011011110;18791;0;1.573000190546736e-05;44;False
1110111010111111001111;17238;0;1.5533994883298874e-05;44;False
1010011111111111011110;19353;0;1.6212994523812085e-05;44;False
1111011111010011001111;18480;0;1.5455996617674828e-05;44;False
0111111101110111100111;17954;0;1.585899735800922e-05;44;False
0111101110111111010110;14882;0;1.6179998056031764e-05;44;False
1111110010011111110111;21011;0;1.5516001440118998e-05;44;False
0111111111001011111011;18341;0;1.5727004210930318e-05;44;True
1111111111101111010100;19760;0;1.562100078444928e-05;44;False
1111111101111110100110;19468;0;1.5671001165173948e-05;44;False
1111011111101101010110;19598;0;1.5563993656542152e-05;44;False
1110011101101111011111;16895;0;1.594399509485811e-05;44;False
1111111111010011110110;18755;0;1.5391000488307327e-05;44;False
1100111111111101100111;18270;0;1.603199780220166e-05;44;False
1001101111111111011110;16025;0;1.5610996342729777e-05;44;False
0111110101011111011101;18508;0;1.5219004126265645e-05;44;False
1001010111111111111110;19063;0;1.6185003914870322e-05;44;False
0110110011111111101111;18809;0;1.551099558128044e-05;44;False
1010011011111101111111;17842;0;1.556699862703681e-05;44;False
1101111111011111001010;20646;0;1.5410994819831103e-05;44;False
1011010101111111110111;19966;0;1.529500150354579e-05;44;False
1111111011100111110110;20032;0;1.523200626252219e-05;44;False
1111011111110001111101;17530;0;3.6680998164229095e-05;44;False
0111111011110101111100;15767;0;1.5382000128738582e-05;44;False
1110111011111011101001;16915;0;1.5748999430797994e-05;44;False
0111011101111111010111;17926;0;1.5304001863114536e-05;44;False
1110111110110111101110;21611;0;1.5208002878353e-05;44;False
1110111101111111010110;17223;0;1.537599746370688e-05;44;False
1111111010110111110101;17961;0;1.537799835205078e-05;44;False
1111010011101111011111;15897;0;1.541399979032576e-05;44;False
0011101111010111111101;18713;0;1.5046003682073206e-05;44;False
1111111101111010011101;14775;0;1.5457000699825585e-05;44;False
1111010110111110111011;21917;0;1.547000283608213e-05;44;True
1101111101010111101111;19996;0;1.544800034025684e-05;44;False
1111101110110011101110;19904;0;1.534300099592656e-05;44;False
1100101111111111111100;18582;0;1.5872996300458908e-05;44;False
1111111100010111110111;21658;0;1.5169003745540977e-05;44;False
1111111111001010011111;19623;0;1.6029996913857758e-05;44;False
1111101011111101001101;18759;0;1.5027995686978102e-05;44;False
1111011011011011010111;16958;0;1.5338999219238758e-05;44;False
1001101111101011111111;18558;0;1.809000241337344e-05;44;False
1011111111101101101101;17882;0;1.5470999642275274e-05;44;False
1101011111111011110111;15925;0;1.5579003957100213e-05;44;False
1110111101110111110011;17624;0;1.513399911345914e-05;44;False
0111111111110110101011;18554;0;1.5203004295472056e-05;44;False
1101001111111111110110;19513;0;1.553699985379353e-05;44;False
1110111011110001111111;19424;0;1.6097998013719916e-05;44;False
1101011111101010111101;20048;0;2.8059999749530107e-05;44;False
1100001111111111110111;18263;0;1.5069999790284783e-05;44;False
0011111101011111011110;19067;0;1.4538003597408533e-05;44;False
1111101111110101101011;18315;0;1.478399644838646e-05;44;False
0011111111111101111110;19749;0;1.52770007844083e-05;44;True
1011110011011111011011;19719;0;1.4876997738610953e-05;44;False
1101011111101011101111;18749;0;1.473700103815645e-05;44;False
1111110111101111001011;19268;0;3.296400245744735e-05;44;False
0111111111011111001010;15755;0;3.38729951181449e-05;44;False
1011011101111010111110;19497;0;3.843800368485972e-05;44;False
1111001111101111110011;19879;0;2.4576002033427358e-05;44;False
