conf;price;time;rel_err
00000001100001000000;4454;1.4546007150784135e-05;0.12288302481291848
00000110000000000011;3603;1.0012008715420961e-05;0.023577235772357725
11000100000101000000;6475;9.734008926898241e-06;0.10454985479186835
00000000000000010000;1914;8.000992238521576e-06;0.4041095890410959
10000100001001110001;9908;9.417010005563498e-06;0.00830747672905615
00000100000000000000;602;7.885013474151492e-06;0.6922290388548057
10001000011000001110;6749;9.462994057685137e-06;0.019040697674418603
00000000000000000010;1806;7.710012141615152e-06;0.41172638436482084
00000010000000000000;1513;7.677997928112745e-06;0.23855057876195268
01000000000010000001;3796;8.472998160868883e-06;0.47605244996549345
01000000000000000000;1373;7.51498737372458e-06;0.624965856323409
01100000000000000000;3230;7.808004738762975e-06;0.10650069156293222
00000000000000001000;2206;7.566006388515234e-06;0.06326963906581741
10000000000000000000;2580;7.67598976381123e-06;0.0
01101000010001001100;8152;9.341980330646038e-06;0.0
00000100000001100000;4851;8.239992894232273e-06;0.044326241134751775
00000001000000011010;5729;8.269998943433166e-06;0.10610079575596817
00000010001010010100;6722;8.697999874129891e-06;0.0
00000101000000001010;4397;8.479022653773427e-06;0.01567047235280949
00010000000000001000;2670;7.901981007307768e-06;0.059528002817893624
00100001000000100000;4145;8.453003829345107e-06;0.0
00000000000000100000;1822;7.661990821361542e-06;0.12487992315081652
00010000000000000000;6872;7.894996087998152e-06;0.0
01001000100111000000;8123;9.080016752704978e-06;0.01955340977670489
01000100000001000000;3209;8.194008842110634e-06;0.2994979262169832
00000000000010011000;4764;8.141010766848922e-06;0.0002098635886673662
01100000010110000000;4734;8.730014087632298e-06;0.17526132404181186
10001010000000110000;6211;8.787988917902112e-06;0.053345526596555407
00100110000000000000;4186;8.195987902581692e-06;0.39306945048571845
10010000010000000010;4951;8.33999365568161e-06;0.045866255540566586
00010010100000000000;3645;8.200004231184721e-06;0.35714285714285715
00000000000000011100;4088;8.125993190333247e-06;0.15815485996705106
00000000011000000000;3340;7.794005796313286e-06;0.07912875654811138
00000000000000000010;2020;7.43399141356349e-06;0.4705111402359109
00000101000000000100;3843;8.086994057521224e-06;0.46168931222860343
00100110100000000010;7337;8.639006409794092e-06;0.0
10000000000001000000;4116;7.654016371816397e-06;0.24268629254829807
01000000010000000000;3281;7.858994649723172e-06;0.2514259639516313
00110000000001000101;5463;8.748989785090089e-06;0.4352904692991524
01010000100001000000;5985;8.461007382720709e-06;0.08318014705882353
01100000000000010110;6415;8.728995453566313e-06;0.09698761261261261
10000000000000000000;1753;7.637019734829664e-06;0.2777091058920478
00000000001100000000;1056;7.736991392448545e-06;0.3934520390580126
00100000000000001000;4545;7.860013283789158e-06;0.019205869659041863
10100000000000000001;3431;8.121016435325146e-06;0.24576830072543415
11000000100100001000;5958;8.709001122042537e-06;0.10122190375622266
00110010000100010100;8992;8.924980647861958e-06;0.0
01000000010000100000;1722;8.001981768757105e-06;0.25
00000000001000000000;1755;7.413997082039714e-06;0.3332066869300912
10000000010000000010;2914;8.195987902581692e-06;0.40530612244897957
00000100100000001000;5106;8.082017302513123e-06;0.2577409507195813
10100000000000010000;4193;8.53699748404324e-06;0.19163292847503374
00100010000000001000;2696;8.450995665043592e-06;0.17904993909866018
01000000001101010000;9817;9.00300801731646e-06;0.0
00000000000000100000;2093;7.488008122891188e-06;0.5713700593897194
00000000000011000000;2651;7.744005415588617e-06;0.8707018485099741
00000000010100000010;5372;8.095987141132355e-06;0.017197219173069888
01000101011000100000;7250;8.88700014911592e-06;0.0
10000001000100010000;4911;8.509989129379392e-06;0.05539526832083093
00000100000100010010;6270;8.30498174764216e-06;0.0
10000000000000000000;4134;7.491005817428231e-06;0.0
00000010000000000100;2803;7.836992153897882e-06;0.3367250354945575
10011010001001000000;9972;9.073992259800434e-06;0.0
00100000000000000000;418;7.613009074702859e-06;0.760458452722063
00000000000000001000;1553;7.524999091401696e-06;0.11861520998864926
11000011000000000010;7127;8.64500179886818e-06;0.02409968506093386
00000100000010100000;4839;8.350005373358727e-06;0.5668635875402793
00000000000000001000;982;7.834983989596367e-06;0.2627627627627628
00000000000001000000;1892;7.4499985203146935e-06;0.0977587029089175
01101000001000001010;9191;9.059003787115216e-06;0.0
00001000000010000000;1575;7.7929871622473e-06;0.6754584792911601
00000000000010110000;2999;8.009985322132707e-06;0.04944532488114105
11000010000000000010;4653;8.376024197787046e-06;0.0
00010001000000100000;4202;8.005008567124605e-06;0.15875875875875875
00010001010000000000;2964;8.261005859822035e-06;0.07749766573295985
00000000000001000100;2956;7.964990800246596e-06;0.26302667663924206
00000100000000000000;1738;7.453985745087266e-06;0.29406986190089357
