conf;price;weight;time;complexity;optimal
1100;1777;140;2.5736000679899007e-05;4;True
1101;4059;362;1.7932994524016976e-05;5;True
1001;3232;89;2.2299995180219412e-05;7;True
1101;4047;325;1.892999716801569e-05;5;True
0100;2444;62;1.6026999219320714e-05;4;True
0110;2201;305;2.078600664390251e-05;5;True
1000;1118;1;1.2067997886333615e-05;2;True
0000;0;0;7.068003469612449e-06;1;True
1101;3883;319;1.5962999896146357e-05;4;True
0110;4042;239;1.749800139805302e-05;4;True
1100;1609;67;1.8173996068071574e-05;4;True
0100;1314;34;1.0204996215179563e-05;2;True
0110;3352;141;1.8886996258515865e-05;5;True
1110;4900;285;1.730800431687385e-05;4;True
1110;6731;397;1.7189995560329407e-05;4;True
0010;2489;226;2.040699473582208e-05;5;True
0010;2439;44;1.4206998457666487e-05;3;True
1100;3785;364;1.554200571263209e-05;3;True
1101;4835;260;1.585899735800922e-05;4;True
0001;103;88;7.450995326507837e-06;2;True
1010;4005;137;2.2162996174301952e-05;6;True
0110;2094;113;1.412699930369854e-05;4;True
0000;0;0;7.119997462723404e-06;1;True
0101;3683;258;2.1182000637054443e-05;6;True
0101;3624;287;2.1031999494880438e-05;6;True
1011;4842;271;1.775599957909435e-05;5;True
1011;3693;312;2.6501002139411867e-05;9;True
1110;3798;135;1.7140002455562353e-05;4;True
0000;0;0;8.26099858386442e-06;1;True
1011;4391;362;2.0475999917834997e-05;7;True
1101;3600;461;1.8374004866927862e-05;5;True
1100;3084;130;1.8199003534391522e-05;4;True
0011;4249;244;2.1435997041407973e-05;7;True
0010;636;166;8.94300319487229e-06;2;True
0111;2577;285;2.3302003683056682e-05;8;True
1101;5838;315;1.7917001969181e-05;5;True
0101;3129;198;1.983599941013381e-05;7;True
0011;4846;226;1.950799924088642e-05;6;True
1101;4084;259;1.901699579320848e-05;4;True
0001;1181;12;7.722002919763327e-06;2;True
1101;3584;274;2.2385000193025917e-05;7;True
1001;1991;98;1.4324999938253313e-05;4;True
0111;6201;275;2.3371998395305127e-05;8;True
0110;2525;415;2.2710002667736262e-05;6;True
0011;3098;96;1.4508004824165255e-05;4;True
1001;2965;115;1.4795994502492249e-05;4;True
0000;0;0;7.2499969974160194e-06;1;True
0100;2493;36;1.0412004485260695e-05;2;True
0111;4392;135;2.2198997612576932e-05;7;True
0000;0;0;7.152004400268197e-06;1;True
1000;2209;107;1.524400431662798e-05;3;True
0011;2230;233;2.526100433897227e-05;9;True
0000;0;0;7.103000825736672e-06;1;True
0100;1992;119;1.7180995200760663e-05;4;True
1101;2582;147;1.579400122864172e-05;4;True
0001;924;39;7.495997124351561e-06;2;True
1100;3726;264;1.566300488775596e-05;3;True
0000;0;0;7.241003913804889e-06;1;True
0001;2063;187;1.7892001778818667e-05;5;True
1101;3013;185;1.5716999769210815e-05;4;True
0000;0;0;7.1780013968236744e-06;1;True
0000;0;0;6.923997716512531e-06;1;True
0100;1742;145;1.5531004464719445e-05;3;True
0010;1664;87;8.74599936651066e-06;2;True
0010;2403;33;8.94300319487229e-06;2;True
1100;2193;238;1.8393999198451638e-05;4;True
1001;1648;134;1.2217002222314477e-05;3;True
0101;2260;56;1.0809999366756529e-05;3;True
1110;4656;275;2.183199831051752e-05;6;True
0100;1185;46;1.032499858411029e-05;2;True
0110;3714;125;2.587399649200961e-05;5;True
1000;1360;3;1.4848003047518432e-05;2;True
1000;365;3;1.1957003152929246e-05;2;True
1110;4730;93;1.8806000298354775e-05;5;True
0100;184;135;1.0456999007146806e-05;2;True
1011;6260;116;1.4338002074509859e-05;4;True
1011;4385;214;1.962899841601029e-05;6;True
1110;5391;401;1.711399818304926e-05;4;True
1110;5007;226;1.7251004464924335e-05;4;True
1011;5574;420;1.973399776034057e-05;6;True
1101;3265;366;1.79799972102046e-05;5;True
0100;2013;20;1.0293995728716254e-05;2;True
1000;1598;50;1.182500272989273e-05;2;True
1101;5384;394;1.6045996744651347e-05;4;True
1010;3796;109;2.0086998119950294e-05;6;True
0010;1410;9;8.958995749708265e-06;2;True
1110;4660;231;1.887799589894712e-05;5;True
0111;5359;590;2.7920003049075603e-05;8;True
0001;1462;194;1.9835002603940666e-05;6;True
0010;2500;5;9.166993550024927e-06;2;True
1100;3195;93;2.0022998796775937e-05;5;True
0011;3293;128;2.071999915642664e-05;5;True
1101;5771;153;1.577600050950423e-05;4;True
0110;3079;244;1.774799602571875e-05;5;True
1001;3429;190;1.2595999578479677e-05;3;True
1100;4183;159;1.5265999536495656e-05;3;True
0000;0;0;7.18900264473632e-06;1;True
1110;3458;268;2.3228996724355966e-05;7;True
0110;2362;91;1.2227996194269508e-05;3;True
0001;1545;40;7.714996172580868e-06;2;True
0000;0;0;7.180999091360718e-06;1;True
0111;1617;270;2.504199801478535e-05;9;True
1101;2857;283;1.587699807714671e-05;4;True
1110;3779;112;1.8548002117313445e-05;5;True
1100;3231;150;1.5347999578807503e-05;3;True
0101;3824;146;1.6183999832719564e-05;5;True
1011;4733;302;1.7958998796530068e-05;5;True
1110;5503;295;1.6959005733951926e-05;4;True
1110;1874;219;2.159800351364538e-05;6;True
1010;4072;260;1.3831006071995944e-05;3;True
0101;3958;278;2.265500370413065e-05;7;True
0100;1140;56;1.5833997167646885e-05;4;True
0101;2722;336;1.8215003365185112e-05;5;True
0101;2627;269;2.2521999198943377e-05;7;True
1011;5977;552;2.0368999685160816e-05;7;True
1100;1924;81;1.5454999811481684e-05;3;True
1110;5039;330;1.7275000573135912e-05;4;True
0101;3962;72;1.0725998436100781e-05;3;True
0110;2307;76;1.2169999536126852e-05;3;True
1001;2521;232;1.9356004486326128e-05;6;True
0011;3216;185;1.999500091187656e-05;7;True
0110;4054;147;1.2208998668938875e-05;3;True
1101;4788;414;1.5972000255715102e-05;4;True
0100;631;23;1.5593999705743045e-05;3;True
1110;4297;342;2.2202999389264733e-05;6;True
1011;3661;370;2.2469001123681664e-05;7;True
0010;875;41;1.4062999980524182e-05;3;True
0100;2326;8;1.032499858411029e-05;2;True
0110;4845;159;2.2525004169438034e-05;6;True
0000;0;0;7.1160029619932175e-06;1;True
0111;3425;183;2.2480999177787453e-05;7;True
1011;6263;454;1.833400165196508e-05;6;True
0011;1167;136;1.4423996617551893e-05;4;True
1101;3583;104;1.8541999452281743e-05;5;True
1110;5250;320;1.740799780236557e-05;4;True
1010;2664;225;1.4035998901817948e-05;3;True
0001;1379;96;7.620998076163232e-06;2;True
1011;5836;394;2.032900374615565e-05;7;True
1010;4091;176;2.0536994270514697e-05;5;True
1101;4659;258;1.7867998394649476e-05;5;True
1010;3682;137;1.414500002283603e-05;3;True
1001;1745;164;1.2704003893304616e-05;3;True
0110;3973;121;2.034300268860534e-05;5;True
1011;3620;178;1.9736995454877615e-05;6;True
0101;2370;88;1.1168995115440339e-05;3;True
0000;0;0;7.224996807053685e-06;1;True
1110;3488;436;1.7593003576621413e-05;4;True
0100;2038;161;1.0498995834495872e-05;2;True
0001;1691;59;9.666000551078469e-06;3;True
1101;5361;371;1.5835001249797642e-05;4;True
0101;4215;302;2.1052001102361828e-05;6;True
1000;2494;17;1.2150994734838605e-05;2;True
1100;2488;92;2.0013998437207192e-05;5;True
1010;3091;61;1.861799682956189e-05;5;True
1011;4642;436;1.8084996554534882e-05;5;True
1100;4132;53;1.805400097509846e-05;4;True
1101;3391;119;1.576200156705454e-05;4;True
1101;3346;195;1.5734003682155162e-05;4;True
1000;2268;89;1.2329997844062746e-05;2;True
1101;3137;429;1.7653997929301113e-05;5;True
1110;6542;158;1.6884994693100452e-05;4;True
1000;1101;23;4.110099689569324e-05;2;True
1011;4756;166;2.4390006728935987e-05;8;True
0100;2247;18;1.0192998161073774e-05;2;True
1001;1712;79;1.2500000593718141e-05;3;True
1001;2863;358;1.8298000213690102e-05;5;True
1001;3700;17;1.8714999896474183e-05;5;True
0000;0;0;7.079994247760624e-06;1;True
1011;4628;329;2.043600397882983e-05;7;True
1101;6067;285;1.82290023076348e-05;5;True
1100;4279;139;2.0243998733349144e-05;5;True
1011;2679;123;1.9289000192657113e-05;6;True
1001;3176;108;1.2630000128410757e-05;3;True
0011;3162;204;1.8884995370171964e-05;7;True
0001;2265;127;1.3205004506744444e-05;4;True
0111;5239;280;2.4141001631505787e-05;8;True
1000;2411;194;1.7124999430961907e-05;4;True
1110;6225;224;2.1699997887481004e-05;6;True
1001;4050;223;1.7812999431043863e-05;5;True
1001;701;65;1.249599881703034e-05;3;True
0011;3649;282;2.5814995751716197e-05;9;True
0101;2896;247;2.403899998171255e-05;8;True
0101;2488;112;1.103799877455458e-05;3;True
0111;2961;428;2.598099672468379e-05;10;True
1101;6125;150;1.5994999557733536e-05;4;True
0010;1570;177;1.738300488796085e-05;4;True
1100;2331;295;2.0288003724999726e-05;5;True
0101;2637;169;1.2851000064983964e-05;4;True
0111;2560;311;2.527700416976586e-05;9;True
0011;3083;194;3.303000266896561e-05;10;True
1001;4388;320;1.5922007150948048e-05;4;True
0011;4346;296;2.3605003661941737e-05;8;True
1011;4628;396;2.0365994714666158e-05;7;True
0000;0;0;7.353002729360014e-06;1;True
1110;3575;583;1.743100438034162e-05;4;True
0101;2564;66;1.0636002116370946e-05;3;True
1110;4668;423;2.05570031539537e-05;5;True
1011;5103;245;1.4589000784326345e-05;4;True
0011;2215;468;2.704300277400762e-05;10;True
0101;3130;27;1.6719997802283615e-05;3;True
1010;1442;201;1.902499934658408e-05;5;True
1101;4826;151;1.8183003703597933e-05;5;True
0101;3366;143;1.834800059441477e-05;6;True
1001;2311;179;1.2640994100365788e-05;3;True
1100;2207;251;1.5370002074632794e-05;3;True
0101;3260;107;1.58969996846281e-05;4;True
0011;2384;134;9.315001079812646e-06;3;True
0000;0;0;7.180002285167575e-06;1;True
0010;348;24;9.001996659208089e-06;2;True
0010;2164;226;1.779200101736933e-05;4;True
0111;5608;212;2.2964995878282934e-05;7;True
1101;3533;248;1.5783996786922216e-05;4;True
1100;3362;290;1.581299875397235e-05;3;True
1001;3610;133;1.5666999388486147e-05;4;True
1110;3383;333;2.2440006432589144e-05;6;True
0100;1499;1;1.0619005479384214e-05;2;True
0101;3491;268;1.843099744291976e-05;6;True
1101;6871;435;1.8201004422735423e-05;5;True
0011;2637;278;1.918900670716539e-05;7;True
0111;3842;398;2.5674999051261693e-05;9;True
0000;0;0;7.2290058596991e-06;1;True
1011;4059;260;1.967100251931697e-05;6;True
0010;2463;60;1.2564996723085642e-05;3;True
1101;1622;176;1.5928999346215278e-05;4;True
1100;804;17;1.8373000784777105e-05;4;True
0101;3824;209;1.8256003386341035e-05;5;True
0000;0;0;7.258997356984764e-06;1;True
1101;6366;444;1.8108999938704073e-05;5;True
1000;2024;39;1.2132004485465586e-05;2;True
1100;2882;63;1.818499731598422e-05;4;True
1011;3214;393;2.0646999473683536e-05;7;True
0110;4021;267;1.931699807755649e-05;5;True
0001;2385;165;9.669995051808655e-06;3;True
1101;2628;150;1.585899735800922e-05;4;True
1011;5235;347;1.8111000827047974e-05;5;True
1101;4102;336;1.7913996998686343e-05;5;True
1010;3640;431;2.246200165245682e-05;6;True
0111;3100;515;2.2634994820691645e-05;7;True
0110;4230;389;2.2786000045016408e-05;6;True
1011;4939;285;1.838200114434585e-05;6;True
0000;0;0;7.13500048732385e-06;1;True
0010;396;19;8.9250024757348e-06;2;True
1100;4642;265;1.556899951538071e-05;3;True
0011;3071;244;2.1070001821499318e-05;7;True
0101;3785;244;2.1182000637054443e-05;6;True
1100;2984;206;2.0304003555793315e-05;5;True
0100;1839;114;1.211900234920904e-05;3;True
0111;3686;226;1.977200008695945e-05;7;True
1000;2376;228;1.2362994311843067e-05;2;True
1001;3811;292;1.8006001482717693e-05;5;True
1001;1980;70;1.4256002032198012e-05;4;True
1000;1800;26;1.3707998732570559e-05;3;True
1000;1360;119;1.3509001291822642e-05;2;True
0110;2298;52;1.2396994861774147e-05;3;True
0010;2400;14;9.087998478207737e-06;2;True
1011;1800;463;2.068199682980776e-05;7;True
0111;5135;454;2.3669002985116094e-05;8;True
0111;4896;192;2.269999822601676e-05;7;True
1100;3688;177;1.8302998796571046e-05;4;True
1110;3829;347;1.695299579296261e-05;4;True
0000;0;0;7.283997547347099e-06;1;True
0011;4611;162;1.7743994249030948e-05;5;True
1100;2549;247;2.186499477829784e-05;6;True
0001;1425;48;7.717004336882383e-06;2;True
1110;5241;257;1.7102996935136616e-05;4;True
0111;6565;421;2.3477005015593022e-05;8;True
1011;3951;322;2.4576002033427358e-05;8;True
1011;5362;429;1.959499786607921e-05;6;True
0111;5562;240;2.28160060942173e-05;7;True
0011;2606;183;2.566200419096276e-05;9;True
1110;5897;280;1.727600465528667e-05;4;True
0100;2381;55;1.0271003702655435e-05;2;True
1001;1797;246;1.5814999642316252e-05;4;True
0000;0;0;7.085000106599182e-06;1;True
0011;2724;230;2.5824003387242556e-05;9;True
1110;2693;268;1.7245001799892634e-05;4;True
1110;3457;356;1.7353995644953102e-05;4;True
0011;3641;222;2.1247993572615087e-05;7;True
1001;3591;358;1.8466002075001597e-05;5;True
1100;1470;226;2.0000996300950646e-05;5;True
1011;2614;341;1.4520002878271043e-05;4;True
0111;4497;411;2.3717999283690006e-05;9;True
1110;3951;474;1.7245001799892634e-05;4;True
0110;4155;253;1.7750004190020263e-05;5;True
0000;0;0;7.329996151383966e-06;1;True
1011;4421;388;1.8200000340584666e-05;6;True
0111;5646;215;2.6581998099572957e-05;9;True
1001;3814;132;1.9434999558143318e-05;6;True
0111;4419;203;2.1319996449165046e-05;7;True
1110;5022;67;1.727099879644811e-05;4;True
1100;2779;318;2.0366001990623772e-05;5;True
1001;2772;40;1.440299820387736e-05;4;True
0001;2383;212;1.7849997675511986e-05;5;True
1101;4574;545;1.7956001101993024e-05;5;True
0101;3854;223;1.796199649106711e-05;5;True
0011;2845;33;9.482995665166527e-06;3;True
1010;4109;224;1.3798999134451151e-05;3;True
0110;2798;102;1.8699000065680593e-05;5;True
1010;3459;345;2.2456995793618262e-05;6;True
1110;5566;401;1.7277998267672956e-05;4;True
1101;3520;91;1.7412996385246515e-05;5;True
0111;4276;448;2.4881999706849456e-05;9;True
1110;4532;339;1.7302001651842147e-05;4;True
0110;1921;119;2.2125001123640686e-05;6;True
0010;2300;9;9.108000085689127e-06;2;True
0111;5758;251;1.982800313271582e-05;7;True
1101;4672;293;1.762300234986469e-05;4;True
1110;2718;318;2.2368003556039184e-05;6;True
0101;2476;86;1.1176001862622797e-05;3;True
1010;4205;99;1.750999945215881e-05;4;True
1011;2140;249;1.4365999959409237e-05;4;True
0001;418;21;7.598995580337942e-06;2;True
1110;3991;311;1.7414000467397273e-05;4;True
0111;3923;364;2.5335000827908516e-05;9;True
0111;4071;127;2.251299883937463e-05;7;True
1000;2258;32;1.2252996384631842e-05;2;True
0100;802;102;1.5609999536536634e-05;3;True
1101;2792;210;1.5821002307347953e-05;4;True
0010;420;17;8.87100031832233e-06;2;True
1110;4228;260;2.3350999981630594e-05;7;True
1011;6555;204;2.0554994989652187e-05;7;True
0010;237;28;8.970004273578525e-06;2;True
0000;0;0;7.0739988586865366e-06;1;True
1001;3694;255;1.564300328027457e-05;4;True
0101;3988;186;1.6234000213444233e-05;4;True
0111;3262;249;2.2594002075493336e-05;7;True
1011;5488;355;1.9412997062318027e-05;6;True
0100;215;3;1.0299998393747956e-05;2;True
0111;3410;369;2.5856999855022877e-05;10;True
0001;168;53;7.777998689562082e-06;2;True
0010;2122;36;8.920003892853856e-06;2;True
0001;2035;30;7.4929994298145175e-06;2;True
1001;1652;147;1.9118000636808574e-05;5;True
1011;4939;316;1.9564999092835933e-05;6;True
0000;0;0;7.281996659003198e-06;1;True
1010;2933;190;1.6938996850512922e-05;4;True
1110;4254;308;2.467199374223128e-05;6;True
1101;5318;145;1.573799818288535e-05;4;True
1110;2422;45;1.8703998648561537e-05;5;True
1001;2178;159;1.2663003872148693e-05;3;True
0101;2843;366;1.852100103860721e-05;6;True
0111;3106;109;1.259000418940559e-05;4;True
1110;4426;240;2.1676001779269427e-05;6;True
0001;2145;133;7.802998879924417e-06;2;True
0100;2036;22;1.044399687089026e-05;2;True
1110;3687;242;1.7038000805769116e-05;4;True
