conf;price;weight;time;complexity;valid
0000;1463;0;3.316899892524816e-05;4;False
0000;2417;0;4.08000050811097e-06;4;False
0000;2169;0;4.379999154480174e-06;4;True
0000;2709;0;2.8079994081053883e-06;4;True
0000;2492;0;2.333999873371795e-06;3;False
0000;1078;0;2.4875997041817755e-05;4;True
0000;2713;0;1.9430008251219988e-06;3;False
0000;2493;0;2.1239975467324257e-06;4;True
0000;1920;0;2.002001565415412e-06;3;False
0000;2966;0;2.182998287025839e-06;4;False
0000;1859;0;2.1570012904703617e-06;4;False
0000;2114;0;1.8809987523127347e-06;3;False
0000;3968;0;2.04800016945228e-06;4;True
0000;3129;0;2.2179992811288685e-06;4;False
0000;2361;0;2.296997990924865e-06;4;True
0000;2834;0;2.0740008039865643e-06;4;False
0000;3705;0;2.0889965526293963e-06;4;True
0000;4036;0;1.8789978639688343e-06;3;False
0000;3026;0;2.216002030763775e-06;3;False
0000;3527;0;2.1239975467324257e-06;4;True
0000;2294;0;2.2900021576788276e-06;4;True
0000;3095;0;2.1050000214017928e-06;4;True
0000;2595;0;1.8699975044000894e-06;3;False
0000;2745;0;1.8890023056883365e-06;3;False
0000;2203;0;2.2179992811288685e-06;4;False
0000;2768;0;1.9549988792277873e-06;3;False
0000;3154;0;2.053999196505174e-06;4;True
0000;2641;0;1.996002538362518e-06;4;False
0000;2041;0;2.1260020730551332e-06;4;True
0000;2719;0;1.8809987523127347e-06;3;False
0000;3078;0;2.159002178814262e-06;4;False
0000;2321;0;2.082000719383359e-06;4;False
0000;3348;0;2.0409970602486283e-06;4;True
0000;2644;0;1.8539976736065e-06;3;False
0000;2402;0;1.9709987100213766e-06;3;False
0000;3536;0;2.167002094211057e-06;3;False
0000;2804;0;2.0599982235580683e-06;4;False
0000;3034;0;2.1460000425577164e-06;4;True
0000;2454;0;1.8859973351936787e-06;3;False
0000;2669;0;2.1029991330578923e-06;4;True
0000;2888;0;2.100998244713992e-06;4;True
0000;3149;0;1.9379986042622477e-06;3;False
0000;1541;0;2.2839994926471263e-06;4;True
0000;3180;0;1.972999598365277e-06;3;False
0000;3674;0;2.2360000002663583e-06;4;True
0000;3071;0;2.335000317543745e-06;4;False
0000;2648;0;2.1980013116262853e-06;4;True
0000;2114;0;1.9139988580718637e-06;3;False
0000;3139;0;1.8810023902915418e-06;3;False
0000;2657;0;1.8739992810878903e-06;3;False
0000;2177;0;1.8859973351936787e-06;3;False
0000;2323;0;2.262997440993786e-06;4;True
0000;3317;0;1.8840000848285854e-06;3;False
0000;2512;0;1.8860009731724858e-06;3;False
0000;2110;0;1.8370010366197675e-06;3;False
0000;2178;0;2.1470004867296666e-06;3;False
0000;4095;0;2.3479988158214837e-06;4;True
0000;2660;0;2.0750012481585145e-06;3;False
0000;2160;0;2.1170017134863883e-06;3;False
0000;1437;0;1.9520011846907437e-06;3;False
0000;2717;0;2.1560008462984115e-06;4;False
0000;2384;0;2.0990009943488985e-06;4;False
0000;2708;0;1.9519975467119366e-06;3;False
0000;2476;0;2.426000719424337e-06;4;True
0000;2942;0;2.1269988792482764e-06;4;True
0000;2564;0;1.8569990061223507e-06;3;False
0000;1720;0;2.1189989638514817e-06;4;True
0000;2540;0;2.064000000245869e-06;4;True
0000;2613;0;2.1139967429917306e-06;4;True
0000;3042;0;2.143002348020673e-06;4;False
0000;2981;0;2.0939987734891474e-06;4;False
0000;1760;0;1.8850005290005356e-06;3;False
0000;3591;0;2.1170017134863883e-06;4;False
0000;3936;0;2.119999408023432e-06;4;False
0000;2787;0;2.3130014596972615e-06;3;False
0000;1609;0;1.925000105984509e-06;3;False
0000;3048;0;1.9429971871431917e-06;3;False
0000;1981;0;2.06700133276172e-06;4;True
0000;2219;0;2.1479972929228097e-06;4;True
0000;3552;0;2.2040003386791795e-06;4;True
0000;2355;0;2.373999450355768e-06;3;False
0000;1832;0;2.2790009097661823e-06;4;True
0000;2262;0;2.163000317523256e-06;4;True
0000;3028;0;2.116001269314438e-06;4;True
0000;4056;0;2.110002242261544e-06;4;True
0000;2344;0;2.0660008885897696e-06;4;False
0000;2877;0;2.034001227002591e-06;4;True
0000;2759;0;2.0669976947829127e-06;4;True
0000;2255;0;2.0610023057088256e-06;4;False
0000;2171;0;2.2929998522158712e-06;4;False
0000;1927;0;1.844000507844612e-06;3;False
0000;1165;0;2.0309998944867402e-06;4;True
0000;3683;0;2.128999767592177e-06;4;True
0000;3479;0;2.2610001906286925e-06;4;False
0000;3263;0;2.2189997253008187e-06;4;True
0000;2657;0;2.0619991119019687e-06;4;True
