conf;price;weight;time;complexity;valid
0000000000000000000000;16158;0;1.381399852107279e-05;19;False
0000000000000000000000;17005;0;8.577997505199164e-06;17;False
0000000000000000000000;18549;0;8.444996637990698e-06;18;False
0000000000000000000000;20797;0;8.105998858809471e-06;18;False
0000000000000000000000;19064;0;8.03500006441027e-06;18;False
0000000000000000000000;19638;0;7.914997695479542e-06;17;False
0000000000000000000000;17735;0;7.876002200646326e-06;18;False
0000000000000000000000;21308;0;7.621001714142039e-06;17;False
0000000000000000000000;18662;0;7.72299972595647e-06;18;False
0000000000000000000000;19457;0;7.504000677727163e-06;17;False
0000000000000000000000;18652;0;7.87899989518337e-06;18;False
0000000000000000000000;20116;0;7.581002137158066e-06;17;False
0000000000000000000000;20838;0;7.935999747132882e-06;18;False
0000000000000000000000;17153;0;7.785001798765734e-06;18;False
0000000000000000000000;17628;0;7.711998478043824e-06;18;False
0000000000000000000000;19188;0;7.809001544956118e-06;18;False
0000000000000000000000;17822;0;7.750000804662704e-06;18;False
0000000000000000000000;18136;0;7.681999704800546e-06;18;False
0000000000000000000000;18771;0;7.874001312302426e-06;18;False
0000000000000000000000;17229;0;7.908998668426648e-06;19;False
0000000000000000000000;18774;0;8.282000635517761e-06;18;False
0000000000000000000000;18731;0;7.831000402802601e-06;18;False
0000000000000000000000;20414;0;8.118000550894067e-06;18;False
0000000000000000000000;21209;0;7.6040014391765e-06;17;False
0000000000000000000000;15687;0;7.704002200625837e-06;18;False
0000000000000000000000;21087;0;7.816997822374105e-06;17;False
0000000000000000000000;19805;0;7.5070020102430135e-06;17;False
0000000000000000000000;17204;0;7.74000000092201e-06;18;False
0000000000000000000000;17815;0;7.914000889286399e-06;19;False
0000000000000000000000;20671;0;7.529000868089497e-06;18;False
0000000000000000000000;18668;0;7.629998435731977e-06;17;False
0000000000000000000000;17650;0;8.068996976362541e-06;18;False
0000000000000000000000;17720;0;7.868002285249531e-06;19;True
0000000000000000000000;20762;0;7.496997568523511e-06;17;False
0000000000000000000000;17520;0;7.876999006839469e-06;19;False
0000000000000000000000;16951;0;7.673999789403751e-06;18;False
0000000000000000000000;17613;0;8.097998943412676e-06;18;False
0000000000000000000000;22881;0;7.921997166704386e-06;18;False
0000000000000000000000;17226;0;7.852999260649085e-06;18;False
0000000000000000000000;18690;0;7.659000402782112e-06;18;False
0000000000000000000000;20114;0;7.745999027974904e-06;18;False
0000000000000000000000;20518;0;7.798000297043473e-06;18;False
0000000000000000000000;18423;0;8.227001671912149e-06;18;False
0000000000000000000000;19233;0;7.719001587247476e-06;18;False
0000000000000000000000;18811;0;7.752998499199748e-06;18;False
0000000000000000000000;22295;0;7.788999937474728e-06;18;False
0000000000000000000000;15863;0;8.031998731894419e-06;18;False
0000000000000000000000;21520;0;1.208200046676211e-05;18;False
0000000000000000000000;18165;0;2.5944002118194476e-05;18;False
0000000000000000000000;17194;0;8.082999556791037e-06;18;False
0000000000000000000000;20956;0;2.3112999770091847e-05;17;False
0000000000000000000000;16199;0;8.00400084699504e-06;18;False
0000000000000000000000;20450;0;7.517999620176852e-06;17;False
0000000000000000000000;19262;0;7.6060023275204e-06;17;False
0000000000000000000000;19217;0;7.719998393440619e-06;18;False
0000000000000000000000;19749;0;7.84499934525229e-06;18;False
0000000000000000000000;19306;0;8.956001693150029e-06;18;False
0000000000000000000000;18791;0;7.872997230151668e-06;18;False
0000000000000000000000;17238;0;7.913997251307592e-06;18;False
0000000000000000000000;19353;0;8.29599957796745e-06;18;False
0000000000000000000000;18480;0;7.452999852830544e-06;17;False
0000000000000000000000;17954;0;7.822000043233857e-06;18;False
0000000000000000000000;14882;0;7.422000635415316e-06;17;False
0000000000000000000000;21011;0;8.014998456928879e-06;18;False
0000000000000000000000;18341;0;7.687001925660297e-06;18;True
0000000000000000000000;19760;0;7.653001375729218e-06;18;False
0000000000000000000000;19468;0;7.534999895142391e-06;18;False
0000000000000000000000;19598;0;7.56699955672957e-06;17;False
