conf;price;weight;time;complexity
11111100111101111101;14216;1141;0.7381957760007936;827424
00101111101011111111;17577;1544;0.7132560550016933;826426
00110101011111111111;17732;1560;0.7869831569987582;918082
11101001111110111111;17955;1559;0.8345331130039995;902950
01100111111101011111;19153;1718;0.7794994419964496;886762
11110110100110111111;18639;1660;0.7418532160008908;881780
11000111110111111101;17517;1535;0.7674230189950322;896887
11101111111110101100;19246;1728;0.7498952770038159;872622
01101111001110111110;19337;1764;0.8181435709993821;841898
00011011111111111110;19075;1708;0.7897792169969762;888168
11110111110101110110;18260;1617;0.7952390079954057;848896
11111111100101010111;17604;1543;0.8365414700019755;839055
10011111111000111011;19951;1834;0.9255565979983658;883148
11111010011110111101;20808;1903;1.0450735909980722;884128
11111011111110101010;17069;1487;0.8896333020020393;830371
10101111101110101111;16109;1379;0.852385033002065;821451
11111111111011011010;16105;1351;0.899157687999832;899520
11110011110101110111;18565;1652;0.9574776770023163;860818
11101011111111110011;16955;1448;0.9581412010011263;857906
01011111110111111101;17788;1539;0.9127130600027158;914142
10111111011111011011;16942;1445;0.8390448300051503;822123
10101011110111111111;16351;1379;0.8591998089978006;825490
11111001111110011110;17502;1532;0.9899280009994982;846901
11111110011011101101;17746;1562;0.9309576769956038;871969
11011011111101011110;18397;1633;0.9792735449955217;898638
11110101111001110111;20511;1868;0.9250057819954236;893379
10111110111111001110;15783;1343;0.9384494979967712;825601
01111111110100011110;19217;1753;0.8824801990049309;833877
10111101111110101110;20082;1819;0.9540268529963214;907058
11010111110101011111;18708;1666;0.8699014010053361;893436
11110111111010111011;17120;1464;0.9755336739981431;901391
11111111111010100111;15384;1271;0.9015195359970676;815837
11011011010110111111;19894;1802;0.9149205339999753;919605
11110111010011111101;18354;1630;0.8820648410037393;892312
11111101101101111110;16359;1381;0.9321566130020074;867475
10010111110111101111;16032;1371;0.9458791220022249;826457
10111011010101111111;19596;1769;0.9044009939971147;882350
01100111110111111110;18499;1644;0.8587714200039045;842174
11111101111011001111;15114;1242;0.8926796070009004;899941
01110111110101111110;18247;1616;0.9773763159973896;850834
11111101111100011110;18615;1660;0.923194589006016;835788
11111101101101010111;19768;1786;0.8495707100009895;861954
01111011111110011110;15525;1312;0.8685634060020675;863018
11111011101101100111;19200;1722;0.8994282450003084;867589
11111010111111101001;17643;1548;0.9411742840020452;853407
01111001111110111110;19624;1769;0.9603143590065883;900136
01100111111101111111;17692;1530;0.8890528659976553;890264
11111111010011011011;18581;1655;0.8622845680001774;846396
01101111101011111011;18111;1601;0.9658298409995041;830776
11001010111111111011;20257;1839;0.974905711998872;902099
10101110111101101111;17120;1492;0.8520198359983624;822869
01111101111111111010;17627;1522;0.9307520989968907;917051
10101011101011111101;19893;1826;0.935257876997639;849489
11111100111010110111;15322;1292;0.910476323995681;829354
00110111111011111101;19300;1735;0.8736025530015468;847128
11111100111001011111;19280;1731;0.8538008400064427;887636
11111010110111110111;15743;1313;0.8694945249953889;850703
10111111110101111001;20055;1818;1.040047410002444;929327
10111111110111101001;18219;1614;0.8989564170042286;884398
10111111100111101101;18544;1649;0.8229438500056858;909963
11011111010100111111;16941;1472;0.6841082950049895;812640
10110101111001111110;19086;1738;0.771214674001385;850952
10111001111111001111;17580;1543;0.7994653540008585;882833
10111111000111111111;16315;1374;0.7483816099993419;878430
11110010011111111011;19217;1724;0.7697354760020971;912194
01111110011110101111;17210;1502;0.7449661179998657;868240
11110100110110111111;16847;1460;0.7401480999978958;853175
11110111001111011101;17607;1546;0.7753190880030161;824019
11101110111110110110;14952;1250;0.7356254960031947;824098
10110101101111111101;19274;1731;0.7433639189985115;858459
01010111111001111111;17500;1534;0.7709157759964;890910
00111101011111110111;16034;1371;0.7567786600047839;894209
10110010111110111111;18663;1662;0.7619193680002354;848508
01011111101101101111;20118;1825;0.7639538720031851;866848
10111111011111001101;19147;1719;0.7577387480050675;879825
01111110111101101111;14031;1122;0.6916285730039817;812503
11110101101111110011;19763;1785;0.7434313359990483;897163
11011111110011111101;16363;1381;0.7696070269958;865497
01111111011111110001;16378;1410;0.7726556510024238;828557
10101011111101111011;18280;1620;0.7671868419929524;901773
10101001111111111111;17292;1486;0.7695616140044876;903620
00111110011111110111;18709;1670;0.7442678690058528;854934
11110100101111011111;18914;1691;0.7837534499994945;891882
10110110111011101111;16351;1407;0.7897910329993465;858177
10101011111011101111;20814;1902;0.7709898950051866;900765
11111111010111010111;17089;1462;0.7725433669984341;903911
11111101100111101111;17501;1507;0.7417645180030377;868373
11010111110110111111;17373;1492;0.727934037000523;877777
11111001111100111101;16146;1384;0.8039909939980134;848553
00111110111110111011;16123;1382;0.7310074859997258;831399
00110111111101110111;18078;1598;0.7671799439995084;894743
10110110011111111110;19459;1751;0.7558904699981213;894169
11101111011111110101;16488;1396;0.7190711950024706;828973
01111011101011111111;17105;1463;0.8110561970024719;892100
10101111011011111110;17243;1506;0.7929698840016499;880262
11111110111001100111;16188;1388;0.7493933380028466;838551
11111010110101110111;15212;1280;0.7389513989983243;845142
10111110111101110110;19277;1732;0.7814774610014865;882840
01110111011111111010;18137;1605;0.8336622110000462;912125
10001111111111111010;18640;1660;0.7791540830003214;855483
11001001111101111101;18950;1723;0.7563483790072496;854432
01110110111111110101;17638;1548;0.77618874500331;896269
10011000111111111101;18760;1702;0.7204785859939875;821619
11111111101100001111;18762;1675;0.7668375759967603;860728
11111101001111111100;18306;1626;0.8038523799987161;853581
01111110111100110111;18372;1633;0.7716683440012275;881112
00111011111111110101;16545;1427;0.7298199279975961;823852
11111100011110111101;18053;1596;0.786007258000609;902546
11110111101010111111;14741;1203;0.7201751930042519;815571
10011101111111111110;16221;1367;0.797127146004641;823582
11110111001100111111;15863;1354;0.7704881820027367;873584
11111111011011011010;18426;1637;0.7872161729974323;897574
11010111111111001011;18329;1627;0.7802534799993737;919783
11101101010111111101;16671;1441;0.7125512900020112;845145
01111111011010111001;19527;1785;0.804548980006075;845296
11110011111111111001;17766;1539;0.7721428609947907;881119
01011110111101111101;17900;1579;0.7515265249967342;842062
11011111001111110101;17511;1536;0.7419992869981797;860964
11011100110111111111;17642;1526;0.7918064639961813;908123
10111100101111101111;19730;1781;0.8217829320055898;898780
01101101111111011111;15045;1234;0.7357546049970551;828195
11101101111001111101;18111;1603;0.7168518110047444;826924
11011110110101011111;19040;1706;0.74390218899498;864722
10111011111101011011;16878;1464;0.779755704003037;900599
11101111010011111110;17393;1522;0.7955988579997211;896687
11110101011111100111;19067;1707;0.8256849870012957;919867
00101110110111111111;14112;1159;0.727244089001033;847027
01111111111010101101;17438;1527;0.7822709790052613;903499
11111010111111011101;16212;1364;0.7588325549950241;888523
00111111111111010110;17622;1549;0.7839499120018445;849565
00111110101111110111;21580;1988;0.8352565189998131;915688
11110110100111111111;17126;1465;0.7444208320011967;860604
01110111110100011111;19196;1750;0.733628599999065;831054
10111010111111111010;16734;1448;0.7460978780000005;859701
01111111101011111011;17896;1550;0.7658041670001694;891308
11110101111111011001;18404;1636;0.7534563770022942;810452
11011111101111101010;17428;1527;0.7441123140015407;844833
11110111110111101010;16080;1376;0.7270824079969316;822542
10111100011111111011;18581;1653;0.7542535629982012;876866
00111111111111110110;18917;1664;0.7756079209939344;893215
11111100011101111110;18796;1679;0.8164610259991605;857542
01111100111011101111;19065;1709;0.7903415940018022;902005
11100011110110111111;17367;1519;0.7059003930044128;823758
11111111001011111101;16426;1387;0.7806299930016394;874301
11110011111111001011;17805;1569;0.7470351379961357;854304
00111101111101111101;18139;1604;0.7414141280023614;830880
