conf;price;weight;time;complexity
0101;1519;114;1.5104000340215862e-05;10
0011;2621;237;1.1324002116452903e-05;11
1101;2169;158;9.317001968156546e-06;10
1110;2709;219;1.0458003089297563e-05;10
0011;4026;393;1.0805997590068728e-05;10
0111;1078;38;6.855007086414844e-06;8
1010;3214;302;1.0825999197550118e-05;11
1101;2493;195;9.929004590958357e-06;11
1001;3301;312;9.524999768473208e-06;9
1110;3041;256;1.1115000233985484e-05;12
1010;1961;163;9.588002285454422e-06;11
0011;3018;280;9.486997441854328e-06;9
1101;3968;359;9.572002454660833e-06;10
1110;3363;292;1.1258998711127788e-05;12
1110;2361;181;1.0176998330280185e-05;10
1100;2838;261;9.549999958835542e-06;10
1110;3705;330;1.0746996849775314e-05;11
0011;4795;478;1.1381001968402416e-05;11
0101;4313;425;1.0777002898976207e-05;11
1011;3527;309;9.832998330239207e-06;10
1110;2294;173;1.0297000699210912e-05;10
1011;3095;261;1.002899807645008e-05;12
0110;3536;338;1.1085998266935349e-05;11
1001;3781;365;1.0639996617101133e-05;11
1010;2276;198;9.843002771958709e-06;10
0110;3813;369;1.712199446046725e-05;11
0111;3154;268;1.1511998309288174e-05;11
0101;2928;271;9.216004400514066e-06;10
1110;2041;145;1.0704003216233104e-05;11
0110;3875;376;1.0682000720407814e-05;10
1001;3360;319;9.973999112844467e-06;11
0101;2514;224;9.071001841221005e-06;10
1101;3348;290;9.622999641578645e-06;10
1010;3748;361;9.240997314918786e-06;10
1010;4108;402;9.865994798019528e-06;10
0101;4043;395;1.1008996807504445e-05;11
0110;2900;267;1.1042000551242381e-05;11
1101;3034;255;1.0437994205858558e-05;12
1001;4187;411;9.119998139794916e-06;9
1011;2669;214;9.49700188357383e-06;11
1110;2888;239;1.0736999684013426e-05;11
0101;4286;421;1.1072996130678803e-05;11
1101;1541;89;8.867995347827673e-06;9
0101;3820;369;1.1941003322135657e-05;11
0111;3674;326;1.0889998520724475e-05;11
1001;3094;289;1.015199813991785e-05;11
1101;2648;213;1.058499765349552e-05;11
1010;3268;308;1.0404000931885093e-05;10
1001;4569;453;1.0950003343168646e-05;11
1100;3381;321;8.907998562790453e-06;9
1001;3281;310;1.1067997547797859e-05;11
0111;2323;176;9.40099562285468e-06;10
0110;4646;461;1.1183998140040785e-05;11
1001;3989;389;1.0873001883737743e-05;11
1010;2527;226;1.0680996638257056e-05;11
0011;3901;379;1.0616997315082699e-05;10
0111;4095;374;1.0299001587554812e-05;11
1010;3836;371;1.0017000022344291e-05;10
0101;3794;367;1.0099996870849282e-05;10
0101;1695;133;2.3993001377675682e-05;11
0011;3113;291;1.0000992915593088e-05;10
0011;2787;255;9.784002031665295e-06;10
0110;4055;396;1.097100175684318e-05;10
1110;2476;193;1.0632000339683145e-05;10
1011;2942;245;1.0677998943720013e-05;11
0101;3812;369;1.1323994840495288e-05;11
0111;1720;109;7.057999027892947e-06;8
1011;2540;200;1.0307005140930414e-05;10
1101;2613;208;1.0489005944691598e-05;11
0110;3163;297;1.0445000953041017e-05;10
1110;2991;250;1.146899739978835e-05;12
1010;3453;329;1.0108997230418026e-05;10
1011;3617;320;1.1090996849816293e-05;12
1101;3965;359;1.1008996807504445e-05;12
1010;3928;382;1.1067000741604716e-05;11
0011;1989;167;1.1223004548810422e-05;11
0101;4716;469;1.1772994184866548e-05;11
0111;1981;138;9.329000022262335e-06;10
1110;2219;164;1.1083000572398305e-05;11
0111;3552;313;1.0978998034261167e-05;11
1010;3292;311;1.0176998330280185e-05;10
1110;1832;121;1.1035001080017537e-05;11
1011;2262;169;9.40299651119858e-06;10
1101;3028;255;9.876006515696645e-06;10
1011;4056;369;1.0611998732201755e-05;11
1011;2950;245;1.1850999726448208e-05;12
1110;2877;238;1.1516000085975975e-05;12
1101;2759;224;9.071001841221005e-06;9
0110;2635;238;1.0297997505404055e-05;10
0100;2348;234;8.917995728552341e-06;9
1010;3721;358;8.659000741317868e-06;9
0111;1165;48;6.99600059306249e-06;8
0111;3683;327;1.1458003427833319e-05;11
1101;3602;318;1.1834003089461476e-05;12
0111;3263;280;1.0004994692280889e-05;10
0111;2657;213;9.02800093172118e-06;9
1011;3256;279;1.0240997653454542e-05;10
1101;3171;270;1.0448005923535675e-05;11
1011;3424;299;1.0522999218665063e-05;12
1011;2453;191;1.036100002238527e-05;12
0110;4144;406;1.1424999684095383e-05;11
0101;2936;271;1.0645002475939691e-05;11
1110;3764;336;1.077599881682545e-05;10
1110;3304;285;1.1021002137567848e-05;11
1110;3096;263;1.1141004506498575e-05;11
1110;2953;247;1.1046002327930182e-05;11
1011;3804;340;9.566996595822275e-06;10
0011;4003;390;1.1280004400759935e-05;10
1110;4424;409;1.1149000783916563e-05;11
0110;3063;286;1.0306001058779657e-05;10
1100;3552;340;9.908995707519352e-06;9
1101;2208;163;9.538998710922897e-06;10
0111;3104;263;1.0160001693293452e-05;10
1010;2626;237;1.0178999218624085e-05;9
1101;3053;258;1.0112002200912684e-05;10
0111;3665;325;1.1295000149402767e-05;12
1001;4587;455;1.1359996278770268e-05;11
1110;3262;281;1.1643001926131546e-05;12
1100;2349;206;1.0765004844870418e-05;11
1100;3507;335;9.985000360757113e-06;10
0101;4332;427;1.1504002031870186e-05;11
1100;2916;269;8.96500569069758e-06;8
0101;4240;417;1.1404998076613992e-05;11
0100;2308;229;8.953000360634178e-06;9
1110;3916;353;1.1377000191714615e-05;12
0111;2038;144;1.0140996892005205e-05;10
1011;3435;299;1.1129995982628316e-05;12
1011;1950;135;1.0200004908256233e-05;10
1011;3591;317;1.1970994819421321e-05;12
1101;2583;205;1.0611998732201755e-05;11
0111;2537;200;8.955998055171221e-06;9
1011;1757;113;1.0529001883696765e-05;11
0011;3081;287;2.2501000785268843e-05;10
1011;3618;319;1.0875002772081643e-05;12
1101;1984;139;1.0263000149279833e-05;11
1010;4501;446;1.083899405784905e-05;11
1001;2994;278;9.972005500458181e-06;10
0111;2986;251;9.215997124556452e-06;10
1001;3738;360;9.916002454701811e-06;10
1101;3223;277;9.592004062142223e-06;10
1001;4468;442;1.0600000678095967e-05;11
1101;1658;102;9.216004400514066e-06;10
0101;3434;327;1.0982003004755825e-05;11
0011;2599;234;9.44099883781746e-06;9
0111;3935;355;9.534000128041953e-06;10
0110;2364;208;1.0946001566480845e-05;11
1110;3874;348;1.0415998985990882e-05;10
1101;4260;391;1.018799957819283e-05;11
0011;2471;220;1.0875999578274786e-05;10
1101;2024;143;9.591996786184609e-06;10
0111;2674;214;9.059003787115216e-06;10
0110;2541;228;9.896997653413564e-06;10
0110;4425;437;1.1219999578315765e-05;11
0101;4316;425;9.880001016426831e-06;10
0111;2574;204;1.073999737855047e-05;11
0101;3693;355;1.1233998520765454e-05;10
1011;3271;281;8.929004252422601e-06;10
0011;4456;440;1.1102005373686552e-05;11
1101;2162;158;1.0121999366674572e-05;11
1011;3351;290;9.278999641537666e-06;10
0111;1915;130;1.0734998795669526e-05;12
0011;2684;244;1.1033000191673636e-05;11
1101;3259;281;9.576993761584163e-06;10
1101;3128;265;1.1535004887264222e-05;12
1110;1718;109;9.663002856541425e-06;8
1101;4114;375;1.2080003216397017e-05;11
1011;3687;327;9.02399915503338e-06;10
0011;2804;257;1.1064999853260815e-05;11
1100;2143;184;9.55799623625353e-06;10
1011;4110;375;9.064999176189303e-06;10
1010;4690;467;1.0839001333806664e-05;11
1001;3039;283;9.488998330198228e-06;9
1110;3175;270;1.029099803417921e-05;10
0011;4167;408;1.0589996236376464e-05;10
0101;3512;335;1.032299769576639e-05;10
1001;4009;391;9.889001375995576e-06;10
0101;2820;258;1.0954994650091976e-05;10
1101;2402;184;1.0460003977641463e-05;12
1011;2348;178;9.340998076368123e-06;10
1110;3301;285;1.096399500966072e-05;11
1001;3934;382;1.0792995453812182e-05;11
0101;2696;245;9.010000212583691e-06;8
1101;1829;121;8.830000297166407e-06;9
0111;3052;257;1.008500112220645e-05;10
0101;3728;359;9.830997441895306e-06;10
1101;2783;226;9.635994501877576e-06;10
0100;2332;232;8.675000572111458e-06;9
1011;4124;376;1.0739000572357327e-05;11
1101;3510;308;9.228999260812998e-06;10
1001;3040;283;9.385003068018705e-06;10
1001;3700;356;9.611998393666e-06;10
1001;3850;373;9.14099655346945e-06;9
1001;3339;316;1.0631993063725531e-05;11
1011;3625;321;9.757997759152204e-06;11
0111;3318;287;9.544004569761455e-06;10
1010;4067;397;9.980001777876168e-06;9
1010;2523;226;9.69499524217099e-06;9
1110;3354;290;1.0846000805031508e-05;11
0111;3355;291;9.942006727214903e-06;10
1100;4440;438;1.0536998161114752e-05;11
0101;2974;276;9.264003892894834e-06;10
1110;2924;244;9.97000461211428e-06;9
1011;3356;292;1.0370000381954014e-05;11
1010;3941;384;1.08720050775446e-05;11
0011;1759;140;1.0677998943720013e-05;10
1101;3375;293;1.0240997653454542e-05;11
1011;4201;384;1.0830997780431062e-05;12
1101;2735;222;9.72600537352264e-06;10
0110;3696;356;1.0241994459647685e-05;10
1011;4723;442;9.960996976587921e-06;10
0110;3713;358;1.2635995517484844e-05;10
1101;3170;270;1.083200186258182e-05;12
0110;2329;204;1.014799636323005e-05;10
0110;4182;410;8.823000825941563e-06;9
0101;2650;239;9.094997949432582e-06;10
1101;3427;299;9.267998393625021e-06;10
0011;2988;277;1.0850999387912452e-05;10
0011;2907;269;1.0712996299844235e-05;10
1011;4423;410;9.645002137403935e-06;11
0111;3522;309;9.151000995188951e-06;10
1001;4157;407;9.24799678614363e-06;9
0011;2549;228;8.859002264216542e-06;8
0111;3699;329;1.0288000339642167e-05;11
1011;2678;215;2.3704000341240317e-05;12
1100;2850;262;1.0119001672137529e-05;10
1011;1925;132;7.255002856254578e-06;8
1100;2401;212;9.610004781279713e-06;10
1010;3941;383;9.868999768514186e-06;9
1011;3577;316;9.982999472413212e-06;10
1110;4145;379;1.0673000360839069e-05;11
1001;3930;382;9.458002750761807e-06;9
1010;2810;257;8.26099858386442e-06;8
0110;4298;423;1.1060998076573014e-05;11
1110;4086;371;1.0654999641701579e-05;11
1110;2218;165;1.0638003004714847e-05;11
1011;2989;251;1.0038005711976439e-05;12
1011;3768;337;1.1628995707724243e-05;12
1011;3660;324;9.893003152683377e-06;10
0110;2082;177;1.0730000212788582e-05;10
1110;3066;259;1.0350995580665767e-05;10
0011;3467;330;1.1113996151834726e-05;11
0110;3150;295;1.1087002349086106e-05;11
1010;3651;351;1.0978998034261167e-05;11
1101;4091;373;1.0507996194064617e-05;12
1100;3168;297;1.0124000255018473e-05;10
0101;3414;324;1.1140000424347818e-05;11
0111;3982;361;1.0042000212706625e-05;10
1100;3960;385;1.0408999514766037e-05;11
0011;2992;278;1.1230993550270796e-05;11
0111;3717;331;1.107600110117346e-05;11
0110;2120;181;1.0244999430142343e-05;10
