conf;price;weight;time;complexity
1110111011111111110110;16960;1392;3.370256630005315;3632266
0011111111101011111100;18418;1609;3.185028758998669;3451688
0100111110111111111101;19905;1746;3.315805927995825;3639839
0111111111101101110011;21510;1928;3.6057425670005614;3697014
1011111111101101101101;19742;1727;3.345102150000457;3654653
1111011111101100011110;20359;1822;3.2427210219975677;3499575
1011110110111111010111;18586;1600;3.1776638250012184;3459462
1011111110101110001111;22781;2092;3.321866552993015;3627815
1100110011110111111111;19614;1713;3.3751958740031114;3678716
1101111110011110110011;21153;1910;3.4055054499986;3732745
1111101101001011111111;19174;1664;3.2106046019980568;3568218
1011111011000111011111;21691;1974;3.34090394499799;3732524
1111011111001110011111;21151;1887;3.063993538999057;3460133
1111101111011001101111;18973;1643;3.117376948001038;3580263
1101010101111111111101;18023;1537;3.1338726220055833;3450714
0101101111101111011111;20030;1760;3.340413833000639;3658299
1010011111111100111111;19003;1647;3.1247477950018947;3475896
1111011101011011110111;18559;1598;3.092612130996713;3428765
0110101011111111111101;19500;1702;3.129570502998831;3434701
0111101111111101110111;17490;1451;2.978410971001722;3320474
0110111011011111111110;19782;1732;3.263396455993643;3443811
1111011011101111110011;18913;1637;3.1677987040020525;3331402
0110111011111111100111;20900;1858;3.4026502189954044;3703597
0101111101111101011110;22760;2090;3.312805125002342;3626487
1011110101111111111100;16851;1407;3.2174750740014133;3472362
1100101111101101111110;22429;2053;3.3890545679969364;3659422
1111101011010110111110;20911;1884;3.0892799499997636;3336399
0101011101111011111111;19049;1650;3.2777718200013624;3637996
0111100111111111110111;17821;1487;3.318113560999336;3609406
0111111101011011110111;20767;1845;3.302808884996921;3541063
0101110111111001111110;20577;1849;3.8178687109975726;3551582
1111111011011111110100;18479;1589;3.2936265430034837;3520391
0011111101111111111110;17720;1478;3.2807278239997686;3468904
0101100011110111111111;22539;2066;3.4085080090007978;3735325
1110101011111101111111;17727;1477;3.3037757729980513;3628483
1110011111110101111011;18656;1608;3.3475327389969607;3658331
0011111111111011110101;19132;1661;3.3933212049960275;3665092
1010111111111111100011;22959;2085;3.327628590996028;3750248
1010011111111111111100;17788;1510;3.1918389049969846;3443542
1110010101011111111111;20224;1781;3.2684430070003145;3674786
1111111110101111010011;20941;1860;3.252901938998548;3642724
1111111001110011111110;20660;1829;3.270886944999802;3628609
0111011111100111011111;19546;1708;3.2573070770013146;3636693
1010110111110110111111;20596;1826;3.2389823919947958;3659825
1101111111110010111011;20315;1791;3.2756173649977427;3659809
1111111010101101011111;22506;2034;3.2652158260025317;3652590
1111111101111011010011;17320;1460;3.02626376599801;3372283
1111111110011101111001;22139;1995;3.79282081600104;3719531
1011110011111110111101;19140;1661;3.280630954002845;3690587
1011111011101101111110;18782;1623;3.1868621589965187;3498962
0111101111100011111011;21831;1987;3.0349382929998683;3415047
0111111101011011111011;17185;1446;2.914560867997352;3336626
1111110111111111000010;21114;1908;3.1705505829959293;3427679
0111111100101011101111;20210;1807;3.19159274300182;3530904
1110111111010110111101;19533;1706;3.0935164900001837;3361370
1110101010111111111101;20088;1767;3.3179623159958282;3591963
0111101110011111101111;20171;1776;3.7709385889975238;3635686
1011100011111111111110;19796;1734;3.2796876309948857;3596212
1010111011111010111111;18056;1540;3.0981732069994905;3444497
1110111011111111011100;20164;1776;3.16442358999484;3452486
1011010011110111011111;20039;1787;3.2239227119935094;3581108
1101011101110111110111;19151;1663;3.292383840002003;3711081
1111101001111111010110;16206;1361;3.1078208620019723;3331763
0111110010011111111111;21501;1925;3.2784239250031533;3577937
0111111111001011111011;18341;1574;3.084982348998892;3375049
1011111111101111011100;20566;1820;3.7517318820027867;3676373
1111111010111110110011;20865;1851;3.2286234540006262;3573320
1111111101111101010100;20896;1885;3.150472837005509;3496654
1110011111101111001111;17772;1510;3.027154815994436;3340087
1110110111111011110110;19564;1709;3.2553791550017195;3525861
1101111111111101100101;18916;1638;3.1297674659945187;3455001
1111101111110111010110;17383;1466;3.404026846998022;3685323
0111110111011110011101;19601;1739;3.082536246998643;3442831
1101110001011111111111;20001;1759;3.385406616005639;3703156
0011110011111111101111;19898;1747;3.6115827899993747;3715204
1010011011111111011111;18837;1628;3.0637249980063643;3445466
1101111111011111000110;21497;1952;3.20897500099818;3475324
0111011001111111110111;20448;1807;3.3496871709940024;3740889
1011011111110111110101;21087;1878;3.342357411995181;3638739
1111011110110101111110;18257;1563;3.153640036005527;3361009
0111111111100101111001;17032;1455;3.1548562360039796;3325336
1110110011110111101011;18156;1580;3.2926223930044216;3577095
1111011001111111110011;18908;1637;3.122273923996545;3534796
1110110111110011111110;21831;1961;3.565955791993474;3641231
1110111101110110110111;18354;1575;3.1431985029994394;3354797
1110111001111101111011;19428;1693;3.290493571003026;3671654
1111010001111111011111;16476;1366;3.1076027669987525;3360250
0110101111010111111101;20093;1795;3.3111401080022915;3641534
