conf;price;time
11111100111101111101;14216;0.5340900700011844
00101111101011111111;17577;0.4229395870006556
00110101011111111111;17732;0.35000892100106284
11101001111110111111;17955;0.28544627799965383
01100111111101011111;19153;0.29287663899958716
11110110100110111111;18639;0.27537952499915264
11000111110111111101;17517;0.3267759720001777
11101111111110101100;19246;0.6020867810002528
01101111001110111110;19337;0.5465305979996629
00011011111111111110;19075;0.5887696419995336
11110111110101110110;18260;0.5225579809994088
11111111100101010111;17604;0.45240565099993546
10011111111000111011;19951;0.47743582200018864
11111010011110111101;20808;0.5879330690004281
11111011111110101010;17069;0.7515277909988072
10101111101110101111;16109;0.4467877850001969
11111111111011011010;16105;0.3433580590008205
11110011110101110111;18565;0.3505481239990331
11101011111111110011;16955;0.4792737180014228
01011111110111111101;17788;0.3726515320013277
10111111011111011011;16942;0.4430515590011055
10101011110111111111;16351;0.3868349250005849
11111001111110011110;17502;0.49134436399981496
11111110011011101101;17746;0.629019703999802
11011011111101011110;18397;0.4297823020006035
11110101111001110111;20511;0.5347736479998275
10111110111111001110;15783;0.3838154389995907
01111111110100011110;19217;0.6605981089996931
10111101111110101110;20082;0.47265427700040163
11010111110101011111;18708;0.29086456500044733
11110111111010111011;17120;0.46488999600114767
11111111111010100111;15384;0.4946757609995984
11011011010110111111;19894;0.3637910199995531
11110111010011111101;18354;0.4303116829996725
11111101101101111110;16359;0.5484193330012204
10010111110111101111;16032;0.398462061999453
10111011010101111111;19596;0.2895305759993789
01100111110111111110;18499;0.5198613150005258
11111101111011001111;15114;0.32929527899977984
01110111110101111110;18247;0.37406043499868247
11111101111100011110;18615;0.5395929030000843
11111101101101010111;19768;0.3855746459994407
01111011111110011110;15525;0.5688603110011172
11111011101101100111;19200;0.5930200929997227
11111010111111101001;17643;0.4568066230003751
01111001111110111110;19624;0.5513488319993485
01100111111101111111;17692;0.21395078700152226
11111111010011011011;18581;0.4442752740014839
01101111101011111011;18111;0.6349126639997849
11001010111111111011;20257;0.5935343180008203
10101110111101101111;17120;0.4325496450001083
01111101111111111010;17627;0.3921116339988657
10101011101011111101;19893;0.5952836289998231
11111100111010110111;15322;0.4596319450010924
00110111111011111101;19300;0.5611893080003938
11111100111001011111;19280;0.2419541429990204
11111010110111110111;15743;0.2216796240008989
10111111110101111001;20055;0.5453674839991436
10111111110111101001;18219;0.5315039569995861
10111111100111101101;18544;0.46128645299904747
11011111010100111111;16941;0.4646989709999616
10110101111001111110;19086;0.6607404320002388
10111001111111001111;17580;0.42766657099855365
10111111000111111111;16315;0.34197339700040175
11110010011111111011;19217;0.4774869030006812
01111110011110101111;17210;0.6731330230013555
11110100110110111111;16847;0.40404978900005517
11110111001111011101;17607;0.583739792000415
11101110111110110110;14952;0.5828662589992746
10110101101111111101;19274;0.3884258529997169
01010111111001111111;17500;0.4349879139990662
00111101011111110111;16034;0.4674796300005255
10110010111110111111;18663;0.22034499199980928
01011111101101101111;20118;0.47822792999977537
10111111011111001101;19147;0.5087993750003079
01111110111101101111;14031;0.32237986700056354
11110101101111110011;19763;0.3203485689991794
11011111110011111101;16363;0.34118167700034974
01111111011111110001;16378;0.7702890549990116
10101011111101111011;18280;0.3275271860002249
10101001111111111111;17292;0.284167908001109
00111110011111110111;18709;0.5664478769995185
11110100101111011111;18914;0.3289588530005858
10110110111011101111;16351;0.4499308510003175
10101011111011101111;20814;0.4148943929994857
11111111010111010111;17089;0.4488064229990414
11111101100111101111;17501;0.3131438700002036
11010111110110111111;17373;0.21287040099923615
11111001111100111101;16146;0.5900592840007448
00111110111110111011;16123;0.48873265700058255
00110111111101110111;18078;0.46105057199929433
10110110011111111110;19459;0.4511722799998097
11101111011111110101;16488;0.6338096580002457
01111011101011111111;17105;0.2199174249999487
10101111011011111110;17243;0.2876750010000251
11111110111001100111;16188;0.5043640390013024
11111010110101110111;15212;0.23081666399957612
10111110111101110110;19277;0.5473221949996514
01110111011111111010;18137;0.38258674800090375
10001111111111111010;18640;0.52923869299957
11001001111101111101;18950;0.5843179620005685
01110110111111110101;17638;0.5602546619993518
10011000111111111101;18760;0.5550118360006309
11111111101100001111;18762;0.33165935299984994
11111101001111111100;18306;0.6504612530006852
01111110111100110111;18372;0.5366828969999915
00111011111111110101;16545;0.6388234140013083
11111100011110111101;18053;0.5300334960011241
11110111101010111111;14741;0.23317063699869323
10011101111111111110;16221;0.5598555359993043
11110111001100111111;15863;0.4158117119986855
11111111011011011010;18426;0.4543000519988709
11010111111111001011;18329;0.4244800550004584
11101101010111111101;16671;0.21241676399949938
01111111011010111001;19527;0.5885890949994064
11110011111111111001;17766;0.44833858399942983
01011110111101111101;17900;0.49590590499974496
11011111001111110101;17511;0.5623348050012282
11011100110111111111;17642;0.3067418250011542
10111100101111101111;19730;0.4866388160007773
01101101111111011111;15045;0.2061474400015868
11101101111001111101;18111;0.3347960499995679
11011110110101011111;19040;0.25996036200012895
10111011111101011011;16878;0.5445215529998677
11101111010011111110;17393;0.3383762609992118
11110101011111100111;19067;0.38374877299975196
00101110110111111111;14112;0.29028324600039923
01111111111010101101;17438;0.559052545000668
11111010111111011101;16212;0.3629173989993433
00111111111111010110;17622;0.5974688570004218
00111110101111110111;21580;0.46508627199909824
11110110100111111111;17126;0.3492079610005021
01110111110100011111;19196;0.48146479800016095
10111010111111111010;16734;0.45250569400013774
01111111101011111011;17896;0.30276985399905243
11110101111111011001;18404;0.610644565000257
11011111101111101010;17428;0.472357030999774
11110111110111101010;16080;0.5178623470001185
10111100011111111011;18581;0.512490188000811
00111111111111110110;18917;0.6258286100000987
11111100011101111110;18796;0.4816923220005265
01111100111011101111;19065;0.3129326830003265
11100011110110111111;17367;0.23776042399913422
11111111001011111101;16426;0.5181407480013149
11110011111111001011;17805;0.588400594999257
00111101111101111101;18139;0.4395468559996516
01101111111101011111;16843;0.3418859369994607
11111110110110110101;19708;0.4572310280000238
01110110110111101101;21110;0.5218216749999556
10101100111110111111;18316;0.3418141249985638
00111011111011110111;18466;0.38650552299986884
10100110101111111111;17295;0.3298847890000616
11110101111011101111;16173;0.33219498399921576
00011110110111111110;15601;0.5511613129983743
11111001111110111010;18024;0.4817617379994772
01101111101111001111;17278;0.7574728839990712
11101100001111111111;17085;0.5334150600010616
00110111110111111011;17007;0.4424040480007534
01111110111101011110;18284;0.42032941000070423
10111110001111011111;21400;0.292276509999283
11101110110111111011;14823;0.2774334759997146
11101111001110111111;15507;0.10023399400051858
11111100111101110110;16637;0.5265899629994237
01111110010101011111;19424;0.42170839499885915
10111110111111110101;15437;0.42501031999927363
