solvable;conf;price;weight;time;complexity
True;0101;1519;114;3.298099909443408e-05;9
True;0011;2621;237;2.4344997655134648e-05;8
True;1101;2169;158;1.9355997210368514e-05;5
True;1110;2709;219;2.5137000193353742e-05;8
False;0011;4026;393;2.3943000996951014e-05;8
True;0111;1078;38;1.3015996955800802e-05;4
False;1010;3214;302;2.248600503662601e-05;6
False;1101;2493;195;2.0843996026087552e-05;6
True;1001;3301;312;2.261299960082397e-05;7
True;1110;3041;256;2.2018997697159648e-05;6
True;1010;1961;163;1.416500163031742e-05;3
True;0011;3018;280;2.254499850096181e-05;7
False;1101;3968;359;2.230700192740187e-05;7
True;1110;3363;292;2.201300230808556e-05;6
False;1110;2361;181;2.5191999156959355e-05;8
True;1100;2838;261;1.8726001144386828e-05;4
True;1110;3705;330;2.3505999706685543e-05;7
False;0011;4795;478;2.5410998205188662e-05;9
False;0101;4313;425;2.3134001821745187e-05;7
True;1011;3527;309;2.1234998712316155e-05;6
True;1110;2294;173;2.4916000256780535e-05;8
False;1011;3095;261;1.4482997357845306e-05;4
False;0110;3536;338;2.265100192744285e-05;6
False;1001;3781;365;2.2692998754791915e-05;7
False;1010;2276;198;2.261500048916787e-05;7
False;0110;3813;369;2.271199628012255e-05;6
True;0111;3154;268;1.9611004972830415e-05;6
True;0101;2928;271;1.8464001186657697e-05;6
True;1110;2041;145;3.6835997889284045e-05;7
False;0110;3875;376;2.598400169517845e-05;7
False;1001;3360;319;1.5703000826761127e-05;4
False;0101;2514;224;1.8963000911753625e-05;6
False;1101;3348;290;2.3508997401222587e-05;7
True;1010;3748;361;1.968700235011056e-05;5
False;1010;4108;402;2.1280997316353023e-05;5
True;0101;4043;395;2.4170003598555923e-05;7
True;0110;2900;267;2.3858003260102123e-05;7
False;1101;3034;255;1.9817001884803176e-05;5
True;1001;4187;411;2.020099782384932e-05;6
True;1011;2669;214;1.9850005628541112e-05;6
False;1110;2888;239;2.446799771860242e-05;7
True;0101;4286;421;2.417799987597391e-05;7
False;1101;1541;89;2.1672000002581626e-05;6
False;0101;3820;369;2.42000023717992e-05;7
False;0111;3674;326;2.2434003767557442e-05;6
True;1001;3094;289;1.5448997146449983e-05;4
False;1101;2648;213;2.4843997380230576e-05;8
True;1010;3268;308;2.326999674551189e-05;6
False;1001;4569;453;2.3494001652579755e-05;7
False;1100;3381;321;1.931299630086869e-05;4
False;1001;3281;310;2.383100218139589e-05;7
True;0111;2323;176;1.8906001059804112e-05;6
True;0110;4646;461;2.3597000108566135e-05;6
True;1001;3989;389;2.3474000045098364e-05;7
False;1010;2527;226;2.2954998712521046e-05;6
False;0011;3901;379;2.5469998945482075e-05;8
True;0111;4095;374;2.127399784512818e-05;7
False;1010;3836;371;2.1559004380833358e-05;5
False;0101;3794;367;2.199099981226027e-05;6
True;0101;1695;133;2.4175002181436867e-05;8
True;0011;3113;291;2.2301996068563312e-05;7
False;0011;2787;255;2.2149994038045406e-05;7
False;0110;4055;396;2.532900543883443e-05;7
False;1110;2476;193;2.6118003006558865e-05;8
False;1011;2942;245;2.176199632231146e-05;6
True;0101;3812;369;2.4032000510487705e-05;8
False;0111;1720;109;1.328100188402459e-05;4
True;1011;2540;200;2.1627005480695516e-05;6
False;1101;2613;208;2.1428000763989985e-05;6
False;0110;3163;297;3.5673998354468495e-05;7
True;1110;2991;250;1.879699993878603e-05;5
True;1010;3453;329;2.063599822577089e-05;5
True;1011;3617;320;2.147300256183371e-05;7
False;1101;3965;359;1.9195002096239477e-05;5
False;1010;3928;382;2.253400452900678e-05;6
True;0011;1989;167;2.4772998585831374e-05;8
False;0101;4716;469;2.3683001927565783e-05;8
False;0111;1981;138;1.8373000784777105e-05;6
True;1110;2219;164;2.3688000510446727e-05;7
True;0111;3552;313;2.1742001990787685e-05;7
False;1010;3292;311;2.0610001229215413e-05;5
True;1110;1832;121;2.3606997274328023e-05;7
True;1011;2262;169;1.9303995941299945e-05;6
False;1101;3028;255;2.3141998099163175e-05;7
False;1011;4056;369;2.1271000150591135e-05;6
False;1011;2950;245;2.4162996851373464e-05;8
False;1110;2877;238;2.3419001081492752e-05;7
False;1101;2759;224;2.0512001356109977e-05;6
False;0110;2635;238;2.2409003577195108e-05;7
True;0100;2348;234;1.7901998944580555e-05;5
False;1010;3721;358;1.716199767543003e-05;4
False;0111;1165;48;1.2623000657185912e-05;4
False;0111;3683;327;2.2904998331796378e-05;7
False;1101;3602;318;2.579300053184852e-05;9
