conf;price;time;rel_err
0000000000000000000100;23619;2.11200094781816e-05;0.0
0000000000000000001000;2620;1.5641009667888284e-05;0.0
0000000000100000000000;1090;1.4864024706184864e-05;0.0
0000000010000000000000;2995;1.3706012396141887e-05;0.0
0000100000000000000000;11800;1.3092008884996176e-05;0.0
0000001000000000000000;6849;1.3289012713357806e-05;0.0
0000011010010000000100;6184;1.3548997230827808e-05;0.03510688094866594
1111000000000000001000;5102;1.4449004083871841e-05;0.0
0100000000000000000000;6153;1.4321994967758656e-05;0.08830937916728404
0100000000000000000000;3538;1.2556003639474511e-05;0.0
0000000000000000001000;6643;1.3630982721224427e-05;0.0
0000000000000000001000;155900;1.2828997569158673e-05;0.0
0000000000000100000000;5062;1.3201002730056643e-05;0.0
1100000101001010000001;9049;1.4577002730220556e-05;0.0
0110000000010100000000;4687;1.3527984265238047e-05;0.0
0100000000000000000000;2315;1.2775009963661432e-05;0.0
0000000000000000100000;3198;1.2557982699945569e-05;0.0
0000000000000100000000;2674;1.265099854208529e-05;0.0
0000000000000010000000;3356;1.2864009477198124e-05;0.0
0000000000000000000010;4828;1.3132987078279257e-05;0.0
0100000000000000010011;4049;1.3217009836807847e-05;0.0
0000000000000001000000;4284;1.2375996448099613e-05;0.0
0000000010000000000000;3270;1.2517004506662488e-05;0.0
0001000101000100000101;5633;1.3677985407412052e-05;0.0
0000000000000000000001;5642;1.2833013897761703e-05;0.0
0100000000000000000000;10113;1.4332996215671301e-05;0.0
0000000010000000000000;10024;1.2585980584844947e-05;0.0
0100000010000000001000;4358;1.3279990525916219e-05;0.0
0000000000000100000000;1726;1.30689877551049e-05;0.0
0000001000000000000000;2511;1.2312986655160785e-05;0.0
0000000000010000000000;6516;1.2932985555380583e-05;0.0
1010000010011000100000;12610;1.4143995940685272e-05;0.0
0001000000000000000000;3976;1.2944015907123685e-05;0.0
0000000000000000000001;4433;1.2876989785581827e-05;0.0
0010000000000000000000;3498;1.28219835460186e-05;0.019068984856982614
0000001000000000000000;8725;1.3505021343007684e-05;0.0
0000001011100100000001;9210;1.4110002666711807e-05;0.0
0000010000000000000000;2958;1.2992008123546839e-05;0.0
0000000010000000000000;3558;1.248001353815198e-05;0.0
0000000000000010000000;4240;1.2412987416610122e-05;0.0
0000000000000000000001;2953;1.2496981071308255e-05;0.0
0100000010000000000001;3474;1.2809003237634897e-05;0.0
0000000000100000000000;1937;1.3695011148229241e-05;0.0
0000000000001000000000;8958;1.2275995686650276e-05;0.0
0000000000000010000000;67536;1.2141012120991945e-05;0.0
0000000000000000000001;4377;1.2501986930146813e-05;0.0
0000000000000100000000;3599;1.3294978998601437e-05;0.0
0000010000000000000000;12294;1.4843011740595102e-05;0.0
0000000000000000000100;7077;1.6186997527256608e-05;0.0
0000000000000100000000;1409;1.6400008462369442e-05;0.0
0000100001011000000000;6724;1.6906997188925743e-05;0.0
0011100000101001000000;8584;1.4410994481295347e-05;0.0
0000000000000000001000;3964;1.2938020518049598e-05;0.0
0000000000000000010000;3259;1.2339995009824634e-05;0.0
0001000000000000000000;3960;1.2194999726489186e-05;0.0
1000010000001000100000;7306;1.3319018762558699e-05;0.0
0111000000000000000010;6044;1.3088982086628675e-05;0.0
0000000000000001000000;4634;1.311700907535851e-05;0.0
0000001000000000000000;4113;1.2614007573574781e-05;0.0
0000000100000000000000;4306;1.2796983355656266e-05;0.0
0100101001000010000000;6869;1.3680983101949096e-05;0.0
0000000000000010000000;4591;1.2413016520440578e-05;0.0
0000000000000000000100;4154;1.275399699807167e-05;0.0
0001000000000000000000;4045;1.3526994735002518e-05;0.0
0000000000001000000000;8544;1.221100683324039e-05;0.0
0000000000000001000000;6066;1.321698073297739e-05;0.0
0000000000010000000000;3852;1.3053999282419682e-05;0.0
0000000000000000000010;6140;1.318499562330544e-05;0.0
1000101000000110000101;10948;1.5166995581239462e-05;0.012269938650306749
0000000001000000000000;2093;1.3001990737393498e-05;0.0
1110010000100000010000;6797;1.4181016013026237e-05;0.050300405197708536
0000001000000000000000;7530;1.3854994904249907e-05;0.0
0000000000000000000010;1622;1.3479002518579364e-05;0.0
0000000000000100000000;8232;1.3589014997705817e-05;0.0
0010000000000000000000;3518;1.3028009561821818e-05;0.0
0000000000000001000000;8857;1.3309007044881582e-05;0.0
0000000000000001000000;6768;1.2585980584844947e-05;0.0
0100000000000000000000;4399;1.2795004295185208e-05;0.0
0000000000000001000000;5948;1.2823002180084586e-05;0.0
