w_sum;time;rel_err;conf
7684;1.3841307809925638;0.06520681265206812;10111101011110110111
1574;1.2916135709965602;0.0;11110111111101011111
1141;1.2175935319974087;0.0;01111111111111110011
1069;1.4389310439873952;0.10990840965861781;10111001111110110011
1158;1.6266054699954111;0.0;01111111110111000110
1368;1.4444183090236038;0.0;11100101111111101011
1128;1.3832784889964387;0.21174004192872117;01010110110111101010
1019;1.3659379470045678;0.09502664298401421;01111101111110110110
1130;1.3406628019874915;0.09163987138263666;11011101101011110101
1139;1.4186233399959747;0.0;01111101111110101101
1225;1.2810557049815543;0.0;01111111111111110101
1080;1.3450372079969384;0.26330150068212826;10111110110111001110
1080;1.2181671370053664;0.0;11111111111011111111
984;1.496817755018128;0.16468590831918506;11111010111001000010
1113;1.480728053022176;0.0;11111110001111011111
1283;1.5307649620226584;0.14976805831676607;11101101101110101110
1038;1.4179459010192659;0.04066543438077634;11111111100101111011
1250;1.4092282450001221;0.015748031496062992;01111111011111111101
1179;1.4908971170079894;0.0;00110111111001111111
1155;1.4424990490078926;0.0;11111101101111111011
1221;1.7551376019837335;0.03858267716535433;11111000111011011101
1022;1.5981555739999749;0.13827993254637436;11110111101111011000
1160;1.5891263709927443;0.0;00011111011111111110
1101;1.5362856549909338;0.0;10011011011011111111
1066;1.4047247410053387;0.2173274596182085;11111111011011111001
1119;1.9165183209988754;0.04846938775510204;11110101100111100110
1050;2.4901841210084967;0.17776037588097102;11011111111000111100
1005;2.2519367979839444;0.12836079791847355;10110111011111101111
1132;2.44565766301821;0.02832618025751073;11111111110101011110
1095;2.387881794013083;0.0;11111011110111111101
1172;2.4706568070105277;0.022518765638031693;11111110101111101011
1084;2.26693946699379;0.0;11111111011111011111
1203;2.3590438359824475;0.009876543209876543;11111110101001101111
1169;2.55608417300391;0.12891207153502235;10110111011010011101
5052;2.343892795004649;0.0;11111111101011111010
5249;2.23952441001893;0.0;11011111111111111111
4110;2.4697267359879334;0.06718111665910123;01011001011111101011
4614;2.5681136549974326;0.1690977849810913;01111110111011010110
3980;2.527625827002339;0.196608800968914;11100110111011011010
4275;2.2036319359904155;0.3300423131170663;11100111011110100111
3835;2.796161081001628;0.0666828912144074;11101111111101111010
4680;2.4979221189860255;0.0;11111101111101111101
4497;2.3375551419740077;0.08485958485958486;11111011011101111111
5774;2.631035044003511;0.0;11110111110100111101
5459;2.4713924690149724;0.0;11111011111101111101
4153;2.515071559988428;0.10688172043010753;01111011001001111110
5234;2.4850288970046677;0.08320196181467858;10110111101010111111
4552;2.9341485099866986;0.19971870604781997;10011111101001111001
4387;2.678539846005151;0.12990876636255455;11111111110101101111
4995;2.5977249779971316;0.0;11011101111100111111
4792;2.803940614016028;0.08671621879169049;11010110110010110111
3635;2.317753877985524;0.0;11111011110111111111
5035;2.949539282999467;0.0;10101010111100101111
8307;2.672657925024396;0.07339654210819856;11111111011000101111
8359;2.393472383992048;0.0;11111101110111111010
9697;2.478632407000987;0.0;11101011000111011011
9174;2.4636198689986486;0.13948034893537192;11111101111110010101
9283;2.495449272013502;0.11884195538680589;11011011111111111011
8653;2.5293450010067318;0.0771117747440273;11010011100101101111
9672;2.565338028012775;0.0;10011110101011101111
6351;2.3488596589886583;0.42316076294277927;00011111101011111010
9780;2.382164968003053;0.0;10111101110111011111
8216;2.269296803016914;0.0;10111001111111111111
10678;2.3185477800143417;0.24908579465541492;11110101101111101101
8094;2.4841932420094963;0.04832451499118166;10111101110111100111
8619;2.552700317988638;0.03255135256482209;10111100010111111100
7629;2.592976860993076;0.10310369151187397;11000111010111111101
8755;2.4874924079922494;0.0;11111111110111001110
7823;2.62952087901067;0.08801585451154115;10111011111110011101
8688;2.254068776994245;0.08160676532769556;11011110111011001111
9533;2.3983515439904295;0.0020935831675913327;11111111111111110100
6603;2.370681422005873;0.08949255377826806;10000011001110101011
8594;2.1790022230125032;0.06035425322545375;11111011110111111111
9149;2.3425009839993436;0.1385933527916392;10110110111101011101
7879;2.246352700982243;0.2409441233140655;10101110110100001011
8719;2.3747934470011387;0.0;11110111111110101111
9100;2.2593207560130395;0.05168820341809087;11100110001111110111
9880;2.4439467469928786;0.0;01001111011111011111
6921;2.3093778309994377;0.22025687246507436;11011101101100001011
9382;2.199206427001627;0.0;01111110110111111101
9114;2.249334413005272;0.000548305735277991;11011011111111111111
7889;2.4061962050036527;0.09405144694533762;10100010111101010111
8655;2.394010503019672;0.0;11111010111111111011
8519;2.3428081379970536;0.16201062364745228;11111101101001111110
8075;2.2817545059951954;0.0;11011100010110110011
9493;2.524948481004685;0.0;10101111111001111111
8872;2.171176314004697;0.0;11111011110111111111
7047;2.4860640999977477;0.08134532655455612;11111110101111110110
8083;2.4165438530035317;0.16909950657894737;00100101110110111011
7847;2.3504190590174403;0.0;01111100010101111110
7752;2.3067893520055804;0.13123388994732713;10110101111110010011
9327;2.2379909559967928;0.10463665162714793;01111101110111110011
8140;2.3330573760031257;0.0;11011111001111111110
8687;2.340591279004002;0.04307116104868914;01111111101111011110
8338;2.4710665169986896;0.009856311601947512;10010101110111111111
9578;2.393783966981573;0.0;11110111110111001111
9021;2.3693797949817963;0.006607201850016518;11101111111101111001
9608;2.6183995570172556;0.0;10101111011011110110
4423;2.2897437710198574;0.0;11011011111111111111
7547;2.212197068001842;0.0;11101111101101111111
