conf;price;time;rel_err
1110111011111111110110;16960;0.09030328600056237;0.0
1001111111011111111000;18411;0.08045970000057423;0.0003800629818655663
1111101101111111010101;19904;0.08142703799967421;5.023863350916855e-05
0111011011111111110011;21504;0.08882445900053426;0.0002789400278940028
1011111111101101101101;19742;0.0839484669995727;0.0
1111011111101100011110;20359;0.09225075100039248;0.0
1011110110111111010111;18586;0.07829060499898333;0.0
1011111110101110001111;22781;0.09885609500088322;0.0
1100110011110111111111;19614;0.08650027499970747;0.0
1101111110011110110011;21153;0.09299888300120074;0.0
1111101101011011011111;19172;0.08090426900162129;0.00010430791697089809
1011111101010111011110;21690;0.08889175699914631;4.610206998294223e-05
1111111111001010011111;21146;0.09236778800004686;0.00023639544229587254
1111101111011001101111;18973;0.08244333899892808;0.0
1101010101111111111101;18023;0.07958588499968755;0.0
0101101111101111011111;20030;0.08704107599987765;0.0
1111101111111000011111;18991;0.07820074499977636;0.0006314792401199811
1111011101011011110111;18559;0.0771920469996985;0.0
0110101011111111111101;19500;0.08145467700160225;0.0
0111101111111101110111;17490;0.07135936599843262;0.0
0110111011011111111110;19782;0.07818198099994333;0.0
1111011011101111110011;18913;0.07737816900043981;0.0
0111011001110111111111;20900;0.08523850200072047;0.0
0101111111110111110100;22760;0.0933815490006964;0.0
1011110101111111111100;16851;0.0734562769994227;0.0
1100101111101101111110;22429;0.1060968209985731;0.0
1111101011110010111110;20911;0.09207153299939819;0.0
1111111101101011110101;19049;0.084118008000587;0.0
0111100111111111110111;17821;0.07336831400061783;0.0
0111111101011011110111;20767;0.0874418080002215;0.0
0101111011111101111100;20577;0.09194012300031318;0.0
0011111011111111101101;18475;0.07851082900015172;0.0002164619297581038
0011111101111111111110;17720;0.07684997300020768;0.0
0101100011110111111111;22539;0.09976133000054688;0.0
1111100111110101111111;17726;0.07279812500019034;5.6411124273706776e-05
1110011111110101111011;18656;0.08105901499948232;0.0
1011111111011011100111;19127;0.08430647699969995;0.0002613422538155969
1010111111111111100011;22959;0.11181797300014296;0.0
1010011111111111111100;17788;0.07991781800046738;0.0
1110010101011111111111;20224;0.08473860900085128;0.0
1011111010101111111101;20934;0.0936568349989102;0.0003342724798242682
1111111001110011111110;20660;0.08914568500040332;0.0
1110011111110101101111;19542;0.08400005499970575;0.00020464545175483476
1111011001111110111011;20591;0.08495035399937478;0.00024276558555059235
1111101111110110101011;20314;0.08088718500039249;4.922471080482402e-05
1111111010101101011111;22506;0.08982214400020894;0.0
1111111101111011010011;17320;0.07559109300018463;0.0
1111111011011011111001;22138;0.08987606600021536;4.516915849857717e-05
1111110011111110111001;19138;0.09297163500013994;0.0001044932079414838
1011111011101101111110;18782;0.07932896899910702;0.0
0111111111110011100011;21829;0.10364829100035422;9.161284412074573e-05
0111111101011011111011;17185;0.13229740200040396;0.0
1111110111111111000010;21114;0.1091457509992324;0.0
1111101110101011001111;20207;0.0960095350001211;0.00014844136566056408
1110111111010110111101;19533;0.08638482599963027;0.0
1110101010111111111101;20088;0.08479330299996946;0.0
1110101110101111111101;20170;0.08031043399932969;4.957612413861484e-05
1011100011111111111110;19796;0.08335323999926914;0.0
1010111011111010111111;18056;0.07529520399839384;0.0
1110111011111111011100;20164;0.08563813699947787;0.0
1011010011110111011111;20039;0.08991128699926776;0.0
0101111101111111100111;19146;0.07647615799942287;0.0002610829721685552
1111111100111011110010;16202;0.08039528699919174;0.0002468221646303838
0111110010011111111111;21501;0.09438963399952627;0.0
0111111111001011111011;18341;0.08065743800034397;0.0
1011111111101111011100;20566;0.08569271099986508;0.0
1111111010111110110011;20865;0.08185698699890054;0.0
1111111101111101010100;20896;0.08873024599961354;0.0
1110011111101111001111;17772;0.07419358600054693;0.0
1110110111111011110110;19564;0.08225599900106317;0.0
1101111111111101100101;18916;0.08148090500071703;0.0
1101101111110111111010;17382;0.07621009200011031;5.752746936662256e-05
0111110111011110011101;19601;0.08290633800061187;0.0
1011011011011111111110;19997;0.08011739199901058;0.000199990000499975
0011110011111111101111;19898;0.08106642999882752;0.0
1010011011111111011111;18837;0.07823472000018228;0.0
1101111111011111000110;21497;0.09490607299994736;0.0
0001011111111111110111;20442;0.08739318199877744;0.00029342723004694836
1011111011101111111010;21081;0.08296091800002614;0.0002845354958031014
1111011110110101111110;18257;0.07915949699963676;0.0
0111111111100101111001;17032;0.08026280400008545;0.0
1110110011110111101011;18156;0.07907940900076937;0.0
1111011001111111110011;18908;0.07937232999938715;0.0
1111110111110011101110;21831;0.09581495800011908;0.0
1110111101110110110111;18354;0.07647021000047971;0.0
1110111001111101111011;19428;0.0788936549997743;0.0
1111010001111111011111;16476;0.08269357999961358;0.0
1011101111010101110111;20093;0.0889326139986224;0.0
