w_sum;time;rel_err;conf
3236;9.113567363994662;0.0;10111101011110110111
6403;9.364167656982318;0.0;11110111111101011111
7843;8.185518796992255;0.0;01111111111111110011
6375;8.904783789999783;0.0;11111001101111110011
5738;9.019170926010702;0.0;01111111110111000110
6072;9.395117053005379;0.0;11110101011001111111
4525;8.846796244994039;0.02499461322990735;01010110110111011000
6887;9.09849528700579;0.0;01111101111110110110
6132;8.647070503007853;0.0;11111011101110111001
6790;9.12888038100209;0.0;01111110111100101111
7577;8.96320167099475;0.0;01111111111111110101
6019;9.762720605998766;0.0;11110110110110101110
9424;10.104653174988925;0.0;11111111111011111111
4259;9.403878291981528;0.0;11111010111001000010
7683;10.608235163002973;0.0;11111100010111111111
5807;8.975489058007952;0.021402089652847994;10101111101111101010
7509;8.471054346009623;0.0;11111111100101111011
7483;8.547649334010202;0.0;01111111011111111101
6500;9.952789696020773;0.0;10110111111001111110
7960;9.125590226001805;0.0;11111110101111111011
5570;10.57423095201375;0.0;10111000111111011101
6192;8.717715056991437;0.0;11110111101111011000
6407;8.980024674994638;0.0;00011111011111111110
6605;8.939290820999304;0.0;10011011011011111111
7538;8.143882486008806;0.0;11111111011011111010
5375;9.616024169983575;0.0;10100111100111101110
6529;8.821094849990914;0.0;10111111111100111100
7814;8.779929383017588;0.0008950262114819077;10110111111110111111
7238;8.940500761003932;0.0;11111110111101011110
8000;8.841591223987052;0.0;11111011110111111101
7200;8.686661093001021;0.0;11111111111111001010
8727;8.715405023016501;0.0;11111111011111011111
8130;8.672749054007;0.0;11111111111101101101
5643;9.034432268003002;0.0;11100101111111110001
3662;8.74641313299071;0.0;11111111101011111010
4676;8.36380999800167;0.0;11011111111111111111
3045;9.732726907997858;0.0;11010001011111101011
3266;8.619502468995051;0.0;01111110111001010111
3035;8.972130756010301;0.0;11100110111111011000
3269;8.496632640017197;0.0;11100111011110100111
4265;9.459328144992469;0.0;11111111111101110010
4192;9.676215046987636;0.0;11111101111101111101
4269;8.254862990987021;0.0;11111011011101111111
2979;9.139756279997528;0.0;11110111110100111101
3851;8.856425966980169;0.0;11111011111101111101
3000;9.294140271987999;0.0;01001011001111111110
3552;8.597393234987976;0.00028145229383619476;11110111111000101111
3375;8.90007105199038;0.0;11111111101011100001
4401;9.060566403990379;0.0;11111111110111111110
3784;8.979420878982637;0.0;00011101111110111111
2821;9.06968140299432;0.0;10110111111010010101
5384;8.372404794994509;0.0;11111101111111111111
3137;8.855270666012075;0.0;10111110111110110010
3437;8.640947387990309;0.0;11111110011101001111
3444;9.110988396976609;0.0;11110111110111011011
2684;8.582900604000315;0.0;11111011010101001110
2937;9.141718519997085;0.0;11111101111110110100
3542;8.855753705982352;0.0;11011011111111111011
2542;8.691401571995812;0.0;01011110100101111111
2550;9.041922759992303;0.0;00111110101011101101
3051;9.109656657004962;0.0;11011111101011011010
3132;9.053922875988064;0.0;10111111110010011111
3847;8.90786139498232;0.0;10111011111111111011
2676;9.236977785010822;0.0;01011101101011111101
3148;8.935790944990003;0.0;10111101110111100111
2661;9.122312736988533;0.0;10111100001101111101
2988;8.890753339015646;0.0;01001111100111111101
3530;8.770064987009391;0.0;11111111110011011101
3213;9.128776827012189;0.0;10111010111110011111
3018;8.768123574991478;0.0;11011110111011001111
3488;9.076068430003943;0.0;11111111111111110100
2705;9.320802437985549;0.0;10010111101111100101
4023;8.543761805980466;0.0;11111011110111111111
2595;9.331013784976676;0.0;11111110111101010011
2734;9.109023703000275;0.0;10101101111100101111
3668;9.18316680798307;0.0;11110111111110101111
2669;8.666973583982326;0.0;11000111001101110111
3089;8.710979144001612;0.0;00111011011011011111
2616;9.145315286004916;0.0;11111100110100011011
3086;8.96651806801674;0.033813400125234816;01101110010111111110
3910;8.613785202993313;0.0;11011011111111111111
2407;8.893543134006904;0.0;10101011100111010011
3681;9.1191269409901;0.0;11111010111111111011
3588;9.244572932017036;0.0;11111111101001110110
2480;9.008055132988375;0.0;11011100011110110001
3547;9.712214699015021;0.0;10101111111001111111
4499;8.232713361998321;0.0;11111101110111111111
4144;8.998628335015383;0.0;11111110101111110110
2506;9.23350521599059;0.0;00100101110111111010
3002;8.96521189599298;0.0;01101110010101111110
2911;8.804276128008496;0.0;10101101111110010011
3319;8.803151252999669;0.0;01111101110111011011
3925;8.814633712987415;0.0;11011111101011111110
3752;8.968779932009056;0.0;01111111111111010110
3464;8.723965137993218;0.0;10010101110111111111
3527;9.338086482981453;0.0;11110111110111001111
3665;8.877517955988878;0.0;11101111111101111001
2786;10.579632553999545;0.0;10101111011011110110
4669;9.441817076993175;0.0;11011011111111111111
4389;9.32791890000226;0.0;11101111101101111111
