w_sum;time;rel_err;conf
3236;6.20266970800003;0.0;10111101011110110111
6403;7.617978038004367;0.0;11110111111101011111
7843;6.542718443990452;0.0;01111111111111110011
6375;9.297457626991672;0.0;11111001101111110011
5738;7.659489604004193;0.0;01111111110111000110
6072;7.003061392984819;0.0;11110101011001111111
4641;6.779478779993951;0.0;11100110110111011000
6887;6.457988523005042;0.0;01111101111110110110
6132;6.601663406996522;0.0;11111011101110111001
6790;7.857120301021496;0.0;01111110111100101111
7577;8.152223217999563;0.0;01111111111111110101
6019;8.336122740991414;0.0;11110110110110101110
9424;5.875351151014911;0.0;11111111111011111111
4259;7.5151799760060385;0.0;11111010111001000010
7683;7.054776041011792;0.0;11111100010111111111
5763;6.046196826995583;0.028816986855409503;10111111101011101010
7509;6.923638239997672;0.0;11111111100101111011
7483;6.089353862975258;0.0;01111111011111111101
6500;6.213437105005141;0.0;10110111111001111110
7960;6.475254520017188;0.0;11111110101111111011
5570;9.112813396001002;0.0;10111000111111011101
6192;6.082603015995119;0.0;11110111101111011000
6407;6.426596248988062;0.0;00011111011111111110
6605;6.2042627610208;0.0;10011011011011111111
7538;6.083668827981455;0.0;11111111011011111010
5375;6.529747521999525;0.0;10100111100111101110
6529;6.304482879000716;0.0;10111111111100111100
7821;6.09529089499847;0.0;10110111111111111101
7238;6.311288903991226;0.0;11111110111101011110
8000;6.154470662993845;0.0;11111011110111111101
7188;6.138142849988071;0.0016666666666666668;11111111101111001011
8727;6.1555214730033185;0.0;11111111011111011111
8130;6.160338205983862;0.0;11111111111101101101
5643;8.168256011005724;0.0;11100101111111110001
3662;8.59748503798619;0.0;11111111101011111010
4676;5.906612729973858;0.0;11011111111111111111
3045;6.856922000995837;0.0;11010001011111101011
3266;5.8300111000135075;0.0;01111110111001010111
3035;6.103248888015514;0.0;11100110111111011000
3269;6.966379210993182;0.0;11100111011110100111
4265;7.311275075015146;0.0;11111111111101110010
4192;6.423178658995312;0.0;11111101111101111101
4269;6.505765675014118;0.0;11111011011101111111
2979;7.471603496989701;0.0;11110111110100111101
3851;6.497154829005012;0.0;11111011111101111101
3000;6.821516903990414;0.0;01001011001111111110
3552;6.352524613990681;0.00028145229383619476;11110111111000101111
3375;6.407446833996801;0.0;11111111101011100001
4401;6.0954139870009385;0.0;11111111110111111110
3784;6.243961286992999;0.0;00011101111110111111
2821;6.177858119015582;0.0;10110111111010010101
5384;5.7883135480224155;0.0;11111101111111111111
3137;6.13479761799681;0.0;10111110111110110010
3437;6.027421639999375;0.0;11111110011101001111
3423;6.004798087000381;0.006097560975609756;11110111110111111010
2684;6.266034090978792;0.0;11111011010101001110
2937;6.28803863201756;0.0;11111101111110110100
3542;6.149335426976904;0.0;11011011111111111011
2542;6.111375886015594;0.0;01011110100101111111
2550;6.2588812470203266;0.0;00111110101011101101
2874;6.4525552059931215;0.05801376597836775;00011111101011111010
3132;6.253370755992364;0.0;10111111110010011111
3847;6.136509283998748;0.0;10111011111111111011
2676;6.36861460498767;0.0;01011101101011111101
3148;6.2700523780076765;0.0;10111101110111100111
2661;6.233109060005518;0.0;10111100001101111101
2988;6.111609014013084;0.0;01001111100111111101
3530;5.962948854983551;0.0;11111111110011011101
3119;6.035578462993726;0.029256146903205726;11111010111110001011
3007;6.063789781008381;0.003644797879390325;10011111111110101011
3488;6.237147506006295;0.0;11111111111111110100
2676;6.583619165990967;0.010720887245841035;10011111101111000101
4023;6.025833155988948;0.0;11111011110111111111
2588;6.212377621995984;0.002697495183044316;10110110111101011101
2734;6.190810453001177;0.0;10101101111100101111
3668;6.229517069004942;0.0;11110111111110101111
2669;6.377916902012657;0.0;11000111001101110111
3089;6.016562106000492;0.0;00111011011011011111
2616;6.317893439001637;0.0;11111100110100011011
3194;5.88042177297757;0.0;01111110110111111101
3910;5.742179391003447;0.0;11011011111111111111
2407;6.058008755004266;0.0;10101011100111010011
3681;6.415071988012642;0.0;11111010111111111011
3588;6.239813924010377;0.0;11111111101001110110
2480;6.277830096019898;0.0;11011100011110110001
3547;6.476693536998937;0.0;10101111111001111111
4499;5.76554244797444;0.0;11111101110111111111
4144;6.203991692018462;0.0;11111110101111110110
2499;6.521140694996575;0.002793296089385475;00100101110011111011
3002;5.972536251007114;0.0;01101110010101111110
2911;6.055460817995481;0.0;10101101111110010011
3319;6.313925668015145;0.0;01111101110111011011
3925;6.11948916700203;0.0;11011111101011111110
3752;6.3175621109839994;0.0;01111111111111010110
3464;5.992392743006349;0.0;10010101110111111111
3527;6.286026127985679;0.0;11110111110111001111
3665;6.094845602987334;0.0;11101111111101111001
2786;6.327893623994896;0.0;10101111011011110110
4669;6.011015519005014;0.0;11011011111111111111
4389;6.141868553007953;0.0;11101111101101111111
