conf;price;time;rel_err
1101110010110111101101;18714;2.8438000299502164e-05;0.0
1100100011110001010000;18216;1.2868000339949504e-05;0.0
1110001101111011011110;25069;1.2573000276461244e-05;0.0
1100111101100101111111;28683;1.1856000128318556e-05;0.0013230737091326904
1101111101111111011100;26578;1.2295000487938523e-05;0.0
1101111110111111011111;27268;1.2353000784059986e-05;0.0
0011000001100000001110;14610;1.0563999239820987e-05;0.0
1110111101100110011010;21023;1.1141999493702315e-05;0.027388387693731205
1011101111111010111110;26749;1.1633999747573398e-05;0.0
1100100000111110001110;17381;1.0805000783875585e-05;0.0036686729721983375
1011111111111111111111;29721;1.6989000869216397e-05;0.0
0111010011011101100011;21538;1.1262000043643638e-05;0.0114288337081746
1111111111011111011111;31767;1.2796999726560898e-05;0.0
1111111111011111101101;29608;1.2737000361084938e-05;0.0
1001111111011111001111;21181;1.1538999387994409e-05;0.002824725766206864
0011100110101001000010;14981;1.0359000953030773e-05;0.0
1110011111110111101111;25923;1.2075999620719813e-05;0.0
1111111100000111111111;24886;1.2049998986185528e-05;0.0076561129276656835
1111111111101111111111;28140;1.3164000847609714e-05;0.0
0000000000000000000001;1936;9.721999958856031e-06;0.0
0111010111101111100000;22475;1.1606998668867163e-05;0.017658114428078152
0100001100010000001011;10567;1.1086000085924752e-05;0.0
1111111110111111111110;28931;1.197600067825988e-05;0.0
1011111101100100010110;22973;1.0847001249203458e-05;0.002171741302176085
1110011111111001110101;26441;1.1358000847394578e-05;0.0
1111101111111111111111;32125;1.2107000657124445e-05;0.0
1111111111111101111111;25235;1.2111000614822842e-05;0.00260859254574918
1011111111111111101101;25875;1.2082999091944657e-05;0.0006565734589834698
0000000000100000000001;1393;1.048600097419694e-05;0.0
0111111011111100110011;22239;1.1659998563118279e-05;0.0071875
0011001001110101101100;12447;1.2206999599584378e-05;0.04671823542927166
1001011101111011110100;15844;1.0707000910770148e-05;0.0
1001101000101010011110;13567;1.1457999789854512e-05;0.042419536984754376
0110010111110000110010;18157;1.17090003186604e-05;0.0
1110110111101111011110;28982;1.2368000170681626e-05;0.0
0111110111101111111011;22346;2.26440006372286e-05;0.017671883242482856
1111011111111111111111;23719;1.2427999536157586e-05;0.0
1111111110111111111111;27843;1.1619000360951759e-05;0.0
1111111101101111001111;23352;1.1710999388014898e-05;0.002988643156007173
1111110010010111111001;20599;1.1105999874416739e-05;0.0
1110100000111011011001;20627;1.103899921872653e-05;0.005208584518929346
0000000000000001010001;5144;9.515000783721916e-06;0.0
0101000000000001010000;6870;9.331999535788782e-06;0.0589041095890411
1111111110010111001100;22191;1.130599957832601e-05;0.0
1000111001111001111111;20728;1.130700002249796e-05;0.03482957720245856
1111010101111101101011;26974;1.1594000170589425e-05;0.0
1111110111111111111101;28041;1.174099998024758e-05;0.0
0100100101001000000010;8100;9.888999557006173e-06;0.0
1111010100000010001110;15847;1.0884999937843531e-05;0.0
